CO,CO,CO,1,28,1
884,TOG,MEK,4.1626E-06,1,0.0003002
884,TOG,ARO2,2.5722E-04,1,0.0319089
884,TOG,BENZ,3.4327E-04,1,0.0268134
884,TOG,TOLU,6.6998E-04,1,0.0617309
884,TOG,ARO1,1.3606E-04,1,0.0150822
884,TOG,OXYL,1.2722E-04,1,0.0135068
884,TOG,MXYL,3.6659E-04,1,0.0389195
884,TOG,B124,8.8331E-05,1,0.0106167
884,TOG,BALD,4.0616E-05,1,0.0046023
884,TOG,IPRD,8.5647E-06,1,0.0006003
884,TOG,PRD2,8.4138E-07,1,0.0000961
884,TOG,PACD,4.4274E-07,1,0.0000647
884,TOG,APIN,4.1557E-07,1,0.0000566
884,TOG,TERP,3.5620E-07,1,0.0000485
884,TOG,CRES,9.9606E-08,1,0.0000150
884,TOG,MVK,2.3071E-08,1,0.0000032
884,TOG,NROG,1.6180E-04,1,0.0001618
885,TOG,ALK4,2.9231E-03,1,0.2383436
885,TOG,CH4,4.4406E-03,1,0.0712356
885,TOG,ALK1,3.5270E-04,1,0.0106053
885,TOG,ETHE,2.5179E-03,1,0.0706353
885,TOG,ALK2,1.3613E-05,1,0.0006003
885,TOG,PRPE,7.9650E-04,1,0.0335168
885,TOG,ACYE,1.8752E-03,1,0.0488244
885,TOG,OLE1,3.2480E-04,1,0.0176685
885,TOG,ALK3,6.9392E-04,1,0.0620462
885,TOG,OLE2,9.0120E-04,1,0.0565679
885,TOG,BDE13,1.1838E-04,1,0.0064032
885,TOG,ALK5,1.0193E-03,1,0.1114433
885,TOG,ISOP,2.0563E-05,1,0.0014007
885,TOG,MEOH,2.4355E-04,1,0.0078039
885,TOG,ETOH,1.9546E-05,1,0.0009005
885,TOG,HCHO,5.9312E-04,1,0.0178089
885,TOG,CCHO,1.2264E-04,1,0.0054027
885,TOG,RCHO,2.3194E-05,1,0.0017009
885,TOG,ACRO,2.3200E-05,1,0.0013007
885,TOG,MACR,1.7129E-05,1,0.0012006
885,TOG,ACET,4.9957E-05,1,0.0029015
885,TOG,MEK,5.5502E-06,1,0.0004002
885,TOG,ARO2,3.1433E-04,1,0.0391984
885,TOG,BENZ,3.4711E-04,1,0.0271136
885,TOG,TOLU,7.3188E-04,1,0.0674337
885,TOG,ARO1,1.5977E-04,1,0.0182330
885,TOG,OXYL,1.4513E-04,1,0.0154077
885,TOG,MXYL,4.1748E-04,1,0.0443222
885,TOG,B124,1.0267E-04,1,0.0123403
885,TOG,BALD,4.6996E-05,1,0.0053027
885,TOG,IPRD,8.5647E-06,1,0.0006003
885,TOG,PRD2,2.5241E-06,1,0.0002882
885,TOG,PACD,1.3282E-06,1,0.0001941
885,TOG,APIN,1.2467E-06,1,0.0001698
885,TOG,TERP,1.0686E-06,1,0.0001456
885,TOG,CRES,2.9882E-07,1,0.0000449
885,TOG,MVK,6.9214E-08,1,0.0000097
885,TOG,NROG,4.8530E-04,1,0.0004853
886,TOG,CH4,7.6534E-03,1,0.1227754
886,TOG,ALK1,4.1895E-04,1,0.0125975
886,TOG,ETHE,2.4342E-03,1,0.0682863
886,TOG,ALK2,8.1877E-06,1,0.0003999
886,TOG,PRPE,7.8644E-04,1,0.0330934
886,TOG,ACYE,8.0254E-04,1,0.0208958
886,TOG,OLE1,2.7298E-04,1,0.0144763
886,TOG,ALK3,7.6571E-04,1,0.0656910
886,TOG,OLE2,1.0010E-03,1,0.0610529
886,TOG,BDE13,9.6117E-05,1,0.0051990
886,TOG,ALK4,3.2900E-03,1,0.2655892
886,TOG,ALK5,8.8565E-04,1,0.0952553
886,TOG,ISOP,8.8066E-06,1,0.0005999
886,TOG,MEOH,1.4977E-04,1,0.0047990
886,TOG,ETOH,2.3873E-05,1,0.0010998
886,TOG,HCHO,7.6585E-04,1,0.0229954
886,TOG,CCHO,8.3973E-05,1,0.0036993
886,TOG,RCHO,2.3513E-05,1,0.0016997
886,TOG,ACRO,1.2483E-05,1,0.0006999
886,TOG,MACR,1.1412E-05,1,0.0007998
886,TOG,ACET,4.9922E-05,1,0.0028994
886,TOG,MEK,4.1597E-06,1,0.0002999
886,TOG,ARO2,2.2537E-04,1,0.0278516
886,TOG,BENZ,3.4047E-04,1,0.0265947
886,TOG,TOLU,6.4673E-04,1,0.0595881
886,TOG,ARO1,1.3329E-04,1,0.0147023
886,TOG,OXYL,1.1960E-04,1,0.0126975
886,TOG,MXYL,3.4468E-04,1,0.0365927
886,TOG,B124,8.3261E-05,1,0.0100073
886,TOG,BALD,4.7465E-05,1,0.0053989
886,TOG,IPRD,1.8544E-05,1,0.0012997
886,TOG,PRD2,6.8509E-07,1,0.0000782
886,TOG,PACD,3.6050E-07,1,0.0000527
886,TOG,APIN,3.3838E-07,1,0.0000461
886,TOG,TERP,2.9004E-07,1,0.0000395
886,TOG,CRES,8.1103E-08,1,0.0000122
886,TOG,MVK,1.8786E-08,1,0.0000026
886,TOG,NROG,1.3170E-04,1,0.0001317
887,TOG,ALK4,2.7113E-03,1,0.2224759
887,TOG,CH4,2.6319E-03,1,0.0422211
887,TOG,ALK1,2.8615E-04,1,0.0086043
887,TOG,ETHE,2.4466E-03,1,0.0686343
887,TOG,ALK2,1.3613E-05,1,0.0006003
887,TOG,PRPE,7.5133E-04,1,0.0316158
887,TOG,ACYE,2.5784E-03,1,0.0671336
887,TOG,OLE1,3.6159E-04,1,0.0200234
887,TOG,ALK3,7.0568E-04,1,0.0635597
887,TOG,OLE2,9.0323E-04,1,0.0576696
887,TOG,BDE13,1.2578E-04,1,0.0068034
887,TOG,ALK5,1.0968E-03,1,0.1216601
887,TOG,ISOP,2.4970E-05,1,0.0017009
887,TOG,MEOH,3.0288E-04,1,0.0097049
887,TOG,ETOH,2.3890E-05,1,0.0011006
887,TOG,HCHO,4.4984E-04,1,0.0135068
887,TOG,CCHO,1.6125E-04,1,0.0071036
887,TOG,RCHO,2.6693E-05,1,0.0019010
887,TOG,ACRO,2.1415E-05,1,0.0012006
887,TOG,MACR,1.8557E-05,1,0.0013007
887,TOG,ACET,5.8570E-05,1,0.0034017
887,TOG,MEK,6.9377E-06,1,0.0005003
887,TOG,ARO2,3.6748E-04,1,0.0460877
887,TOG,BENZ,3.4583E-04,1,0.0270135
887,TOG,TOLU,7.3622E-04,1,0.0678339
887,TOG,ARO1,1.7718E-04,1,0.0208778
887,TOG,OXYL,1.5267E-04,1,0.0162081
887,TOG,MXYL,4.4576E-04,1,0.0473237
887,TOG,B124,1.1207E-04,1,0.0134694
887,TOG,BALD,4.9101E-05,1,0.0055028
887,TOG,IPRD,1.1420E-05,1,0.0008004
887,TOG,PRD2,4.6432E-06,1,0.0005302
887,TOG,PACD,2.4433E-06,1,0.0003571
887,TOG,APIN,2.2933E-06,1,0.0003124
887,TOG,TERP,1.9657E-06,1,0.0002678
887,TOG,CRES,5.4968E-07,1,0.0000826
887,TOG,MVK,1.2732E-07,1,0.0000179
887,TOG,NROG,8.9270E-04,1,0.0008927
888,TOG,ALK4,2.8546E-03,1,0.2303921
888,TOG,CH4,1.2073E-02,1,0.1936775
888,TOG,ALK1,3.4934E-04,1,0.0105042
888,TOG,ETHE,2.2966E-03,1,0.0644258
888,TOG,ALK2,1.3612E-05,1,0.0006002
888,TOG,PRPE,7.3699E-04,1,0.0310124
888,TOG,ACYE,1.2679E-03,1,0.0330132
888,TOG,OLE1,2.5663E-04,1,0.0141056
888,TOG,ALK3,5.7777E-04,1,0.0506203
888,TOG,OLE2,9.3350E-04,1,0.0578231
888,TOG,BDE13,9.9874E-05,1,0.0054022
888,TOG,ALK5,8.1950E-04,1,0.0883353
888,TOG,ISOP,2.0561E-05,1,0.0014006
888,TOG,MEOH,1.2489E-04,1,0.0040016
888,TOG,ETOH,1.3029E-05,1,0.0006002
888,TOG,HCHO,5.6307E-04,1,0.0169068
888,TOG,CCHO,5.4502E-05,1,0.0024010
888,TOG,RCHO,1.5147E-05,1,0.0011004
888,TOG,ACRO,2.4982E-05,1,0.0014006
888,TOG,MACR,1.1418E-05,1,0.0008003
888,TOG,ACET,2.9282E-05,1,0.0017007
888,TOG,MEK,2.7748E-06,1,0.0002001
888,TOG,ARO2,2.3643E-04,1,0.0293117
888,TOG,BENZ,3.3427E-04,1,0.0261104
888,TOG,TOLU,6.3409E-04,1,0.0584234
888,TOG,ARO1,1.2148E-04,1,0.0132053
888,TOG,OXYL,1.1779E-04,1,0.0125050
888,TOG,MXYL,3.4017E-04,1,0.0361144
888,TOG,B124,8.1569E-05,1,0.0098039
888,TOG,BALD,3.3401E-05,1,0.0038015
888,TOG,IPRD,4.2819E-06,1,0.0003001
889,TOG,ALK4,2.7399E-03,1,0.2249140
889,TOG,CH4,3.0236E-03,1,0.0485049
889,TOG,ALK1,2.4613E-04,1,0.0074007
889,TOG,ETHE,2.3137E-03,1,0.0649065
889,TOG,ALK2,1.5876E-05,1,0.0007001
889,TOG,PRPE,7.7479E-04,1,0.0326033
889,TOG,ACYE,1.5902E-03,1,0.0414042
889,TOG,OLE1,3.4919E-04,1,0.0194684
889,TOG,ALK3,6.8075E-04,1,0.0613146
889,TOG,OLE2,9.3872E-04,1,0.0604392
889,TOG,BDE13,1.3128E-04,1,0.0071007
889,TOG,ALK5,1.1676E-03,1,0.1288060
889,TOG,ISOP,3.0832E-05,1,0.0021002
889,TOG,MEOH,3.8391E-04,1,0.0123012
889,TOG,ETOH,1.9538E-05,1,0.0009001
889,TOG,HCHO,4.3966E-04,1,0.0132013
889,TOG,CCHO,9.0809E-05,1,0.0040004
889,TOG,RCHO,2.4134E-05,1,0.0017002
889,TOG,ACRO,1.9623E-05,1,0.0011001
889,TOG,MACR,1.4269E-05,1,0.0010001
889,TOG,ACET,5.8547E-05,1,0.0034003
889,TOG,MEK,8.3219E-06,1,0.0006001
889,TOG,ARO2,4.1852E-04,1,0.0524268
889,TOG,BENZ,3.1752E-04,1,0.0248025
889,TOG,TOLU,7.9237E-04,1,0.0730074
889,TOG,ARO1,1.8915E-04,1,0.0212265
889,TOG,OXYL,1.6862E-04,1,0.0179018
889,TOG,MXYL,4.8985E-04,1,0.0520052
889,TOG,B124,1.2663E-04,1,0.0152205
889,TOG,BALD,3.8323E-05,1,0.0043004
889,TOG,IPRD,7.1344E-06,1,0.0005001
889,TOG,PRD2,1.4017E-06,1,0.0001601
889,TOG,PACD,7.3761E-07,1,0.0001078
889,TOG,APIN,6.9234E-07,1,0.0000943
889,TOG,TERP,5.9344E-07,1,0.0000808
889,TOG,CRES,1.6594E-07,1,0.0000249
889,TOG,MVK,3.8437E-08,1,0.0000054
889,TOG,NROG,2.6950E-04,1,0.0002695
890,TOG,ALK4,2.9536E-03,1,0.2390748
890,TOG,CH4,9.2258E-03,1,0.1480000
890,TOG,ALK1,3.6250E-04,1,0.0109000
890,TOG,ETHE,2.3776E-03,1,0.0667000
890,TOG,ALK2,1.1339E-05,1,0.0005000
890,TOG,PRPE,7.6046E-04,1,0.0320000
890,TOG,ACYE,1.3366E-03,1,0.0348000
890,TOG,OLE1,2.7554E-04,1,0.0149199
890,TOG,ALK3,6.4675E-04,1,0.0567051
890,TOG,OLE2,9.3622E-04,1,0.0579799
890,TOG,BDE13,1.0353E-04,1,0.0056000
890,TOG,ALK5,8.8799E-04,1,0.0960959
890,TOG,ISOP,1.9085E-05,1,0.0013000
890,TOG,MEOH,1.6229E-04,1,0.0052000
890,TOG,ETOH,1.7366E-05,1,0.0008000
890,TOG,HCHO,6.0947E-04,1,0.0183000
890,TOG,CCHO,7.9450E-05,1,0.0035000
890,TOG,RCHO,1.9410E-05,1,0.0014000
890,TOG,ACRO,2.1404E-05,1,0.0012000
890,TOG,MACR,1.2841E-05,1,0.0009000
890,TOG,ACET,3.7879E-05,1,0.0022000
890,TOG,MEK,4.1605E-06,1,0.0003000
890,TOG,ARO2,2.5543E-04,1,0.0316929
890,TOG,BENZ,3.3798E-04,1,0.0264000
890,TOG,TOLU,6.6097E-04,1,0.0609000
890,TOG,ARO1,1.3421E-04,1,0.0148746
890,TOG,OXYL,1.2528E-04,1,0.0133000
890,TOG,MXYL,3.6170E-04,1,0.0384000
890,TOG,B124,8.7455E-05,1,0.0105114
890,TOG,BALD,3.9654E-05,1,0.0045000
890,TOG,IPRD,8.5604E-06,1,0.0006000
890,TOG,PRD2,8.4096E-07,1,0.0000960
890,TOG,PACD,4.4252E-07,1,0.0000647
890,TOG,APIN,4.1536E-07,1,0.0000566
890,TOG,TERP,3.5603E-07,1,0.0000485
890,TOG,CRES,9.9556E-08,1,0.0000150
890,TOG,MVK,2.3060E-08,1,0.0000032
890,TOG,NROG,1.6170E-04,1,0.0001617
891,TOG,ALK4,2.9259E-03,1,0.2385721
891,TOG,CH4,4.4018E-03,1,0.0706141
891,TOG,ALK1,3.5592E-04,1,0.0107021
891,TOG,ETHE,2.5207E-03,1,0.0707142
891,TOG,ALK2,1.3609E-05,1,0.0006001
891,TOG,PRPE,7.9864E-04,1,0.0336067
891,TOG,ACYE,1.8746E-03,1,0.0488098
891,TOG,OLE1,3.2471E-04,1,0.0176632
891,TOG,ALK3,6.9372E-04,1,0.0620276
891,TOG,OLE2,9.0093E-04,1,0.0565510
891,TOG,BDE13,1.1835E-04,1,0.0064013
891,TOG,ALK5,1.0199E-03,1,0.1115099
891,TOG,ISOP,2.0557E-05,1,0.0014003
891,TOG,MEOH,2.4348E-04,1,0.0078016
891,TOG,ETOH,1.9540E-05,1,0.0009002
891,TOG,HCHO,5.9294E-04,1,0.0178036
891,TOG,CCHO,1.2260E-04,1,0.0054011
891,TOG,RCHO,2.3187E-05,1,0.0017003
891,TOG,ACRO,2.3193E-05,1,0.0013003
891,TOG,MACR,1.7124E-05,1,0.0012002
891,TOG,ACET,4.9942E-05,1,0.0029006
891,TOG,MEK,5.5485E-06,1,0.0004001
891,TOG,ARO2,3.1506E-04,1,0.0392866
891,TOG,BENZ,3.4701E-04,1,0.0271054
891,TOG,TOLU,7.3166E-04,1,0.0674135
891,TOG,ARO1,1.5972E-04,1,0.0182275
891,TOG,OXYL,1.4509E-04,1,0.0154031
891,TOG,MXYL,4.1830E-04,1,0.0444089
891,TOG,B124,1.0264E-04,1,0.0123366
891,TOG,BALD,4.6982E-05,1,0.0053011
891,TOG,IPRD,8.5621E-06,1,0.0006001
891,TOG,PRD2,2.5234E-06,1,0.0002881
891,TOG,PACD,1.3278E-06,1,0.0001941
891,TOG,APIN,1.2463E-06,1,0.0001698
891,TOG,TERP,1.0683E-06,1,0.0001455
891,TOG,CRES,2.9873E-07,1,0.0000449
891,TOG,MVK,6.9194E-08,1,0.0000097
891,TOG,NROG,4.8510E-04,1,0.0004851
892,TOG,CH4,8.3527E-03,1,0.1339938
892,TOG,ALK1,4.1267E-04,1,0.0124087
892,TOG,ETHE,2.4078E-03,1,0.0675473
892,TOG,ALK2,6.8081E-06,1,0.0003002
892,TOG,PRPE,7.7764E-04,1,0.0327229
892,TOG,ACYE,7.9174E-04,1,0.0206144
892,TOG,OLE1,2.6578E-04,1,0.0140809
892,TOG,ALK3,7.5430E-04,1,0.0647492
892,TOG,OLE2,9.9116E-04,1,0.0605045
892,TOG,BDE13,9.6203E-05,1,0.0052036
892,TOG,ALK4,3.2513E-03,1,0.2625196
892,TOG,ALK5,8.7373E-04,1,0.0938958
892,TOG,ISOP,8.8145E-06,1,0.0006004
892,TOG,MEOH,1.4991E-04,1,0.0048034
892,TOG,ETOH,2.3894E-05,1,0.0011008
892,TOG,HCHO,7.5654E-04,1,0.0227159
892,TOG,CCHO,8.1777E-05,1,0.0036025
892,TOG,RCHO,2.2146E-05,1,0.0016011
892,TOG,ACRO,1.2495E-05,1,0.0007005
892,TOG,MACR,9.9942E-06,1,0.0007005
892,TOG,ACET,4.8244E-05,1,0.0028020
892,TOG,MEK,4.1635E-06,1,0.0003002
892,TOG,ARO2,2.2244E-04,1,0.0274693
892,TOG,BENZ,3.3565E-04,1,0.0262183
892,TOG,TOLU,6.3971E-04,1,0.0589412
892,TOG,ARO1,1.3149E-04,1,0.0145015
892,TOG,OXYL,1.1782E-04,1,0.0125088
892,TOG,MXYL,3.4027E-04,1,0.0361253
892,TOG,B124,8.1667E-05,1,0.0098157
892,TOG,BALD,4.6675E-05,1,0.0053037
892,TOG,IPRD,1.8561E-05,1,0.0013009
892,TOG,PRD2,6.5454E-07,1,0.0000747
892,TOG,PACD,3.4442E-07,1,0.0000503
892,TOG,APIN,3.2329E-07,1,0.0000440
892,TOG,TERP,2.7710E-07,1,0.0000378
892,TOG,CRES,7.7487E-08,1,0.0000116
892,TOG,MVK,1.7948E-08,1,0.0000025
892,TOG,NROG,1.2580E-04,1,0.0001258
893,TOG,ALK4,2.7714E-03,1,0.2274295
893,TOG,CH4,1.2782E-03,1,0.0205041
893,TOG,ALK1,2.9272E-04,1,0.0088018
893,TOG,ETHE,2.5029E-03,1,0.0702140
893,TOG,ALK2,1.3609E-05,1,0.0006001
893,TOG,PRPE,7.6774E-04,1,0.0323065
893,TOG,ACYE,2.6391E-03,1,0.0687137
893,TOG,OLE1,3.6736E-04,1,0.0203419
893,TOG,ALK3,7.1954E-04,1,0.0648414
893,TOG,OLE2,9.2279E-04,1,0.0589615
893,TOG,BDE13,1.2944E-04,1,0.0070014
893,TOG,ALK5,1.1215E-03,1,0.1244570
893,TOG,ISOP,2.6430E-05,1,0.0018004
893,TOG,MEOH,3.0903E-04,1,0.0099020
893,TOG,ETOH,2.6054E-05,1,0.0012002
893,TOG,HCHO,4.5969E-04,1,0.0138028
893,TOG,CCHO,1.6574E-04,1,0.0073015
893,TOG,RCHO,2.6685E-05,1,0.0019004
893,TOG,ACRO,2.1409E-05,1,0.0012002
893,TOG,MACR,1.9978E-05,1,0.0014003
893,TOG,ACET,6.0275E-05,1,0.0035007
893,TOG,MEK,6.9356E-06,1,0.0005001
893,TOG,ARO2,3.7776E-04,1,0.0473955
893,TOG,BENZ,3.5341E-04,1,0.0276055
893,TOG,TOLU,7.5228E-04,1,0.0693139
893,TOG,ARO1,1.8334E-04,1,0.0216133
893,TOG,OXYL,1.5545E-04,1,0.0165033
893,TOG,MXYL,4.5504E-04,1,0.0483097
893,TOG,B124,1.1454E-04,1,0.0137667
893,TOG,BALD,4.9087E-05,1,0.0055011
893,TOG,IPRD,1.1416E-05,1,0.0008002
893,TOG,PRD2,4.7352E-06,1,0.0005407
893,TOG,PACD,2.4917E-06,1,0.0003641
893,TOG,APIN,2.3388E-06,1,0.0003186
893,TOG,TERP,2.0047E-06,1,0.0002731
893,TOG,CRES,5.6057E-07,1,0.0000842
893,TOG,MVK,1.2984E-07,1,0.0000182
893,TOG,NROG,9.1040E-04,1,0.0009104
894,TOG,ALK4,2.7325E-03,1,0.2205102
894,TOG,CH4,1.4239E-02,1,0.2284141
894,TOG,ALK1,3.3273E-04,1,0.0100050
894,TOG,ETHE,2.1969E-03,1,0.0616308
894,TOG,ALK2,1.3613E-05,1,0.0006003
894,TOG,PRPE,7.0615E-04,1,0.0297148
894,TOG,ACYE,1.2143E-03,1,0.0316158
894,TOG,OLE1,2.4548E-04,1,0.0135067
894,TOG,ALK3,5.5225E-04,1,0.0484242
894,TOG,OLE2,8.9313E-04,1,0.0553277
894,TOG,BDE13,9.6184E-05,1,0.0052026
894,TOG,ALK5,7.8328E-04,1,0.0844422
894,TOG,ISOP,2.0563E-05,1,0.0014007
894,TOG,MEOH,1.1865E-04,1,0.0038019
894,TOG,ETOH,1.3031E-05,1,0.0006003
894,TOG,HCHO,5.3980E-04,1,0.0162081
894,TOG,CCHO,5.2236E-05,1,0.0023012
894,TOG,RCHO,1.5148E-05,1,0.0011005
894,TOG,ACRO,2.3200E-05,1,0.0013006
894,TOG,MACR,1.1420E-05,1,0.0008004
894,TOG,ACET,2.7562E-05,1,0.0016008
894,TOG,MEK,2.7751E-06,1,0.0002001
894,TOG,ARO2,2.2533E-04,1,0.0279139
894,TOG,BENZ,3.2021E-04,1,0.0250125
894,TOG,TOLU,6.0700E-04,1,0.0559279
894,TOG,ARO1,1.1595E-04,1,0.0126063
894,TOG,OXYL,1.1309E-04,1,0.0120060
894,TOG,MXYL,3.2607E-04,1,0.0346173
894,TOG,B124,7.7415E-05,1,0.0093047
894,TOG,BALD,3.1629E-05,1,0.0036018
894,TOG,IPRD,4.2824E-06,1,0.0003002
895,TOG,ALK4,2.8250E-03,1,0.2318747
895,TOG,CH4,1.1531E-03,1,0.0184982
895,TOG,ALK1,2.5273E-04,1,0.0075992
895,TOG,ETHE,2.3845E-03,1,0.0668933
895,TOG,ALK2,1.8140E-05,1,0.0007999
895,TOG,PRPE,7.9840E-04,1,0.0335967
895,TOG,ACYE,1.6398E-03,1,0.0426957
895,TOG,OLE1,3.5930E-04,1,0.0200726
895,TOG,ALK3,7.0355E-04,1,0.0633023
895,TOG,OLE2,9.6867E-04,1,0.0623299
895,TOG,BDE13,1.3495E-04,1,0.0072993
895,TOG,ALK5,1.2059E-03,1,0.1330241
895,TOG,ISOP,3.2294E-05,1,0.0021998
895,TOG,MEOH,3.9632E-04,1,0.0126987
895,TOG,ETOH,1.9534E-05,1,0.0008999
895,TOG,HCHO,4.5290E-04,1,0.0135986
895,TOG,CCHO,9.3060E-05,1,0.0040996
895,TOG,RCHO,2.5290E-05,1,0.0017998
895,TOG,ACRO,2.1402E-05,1,0.0011999
895,TOG,MACR,1.4266E-05,1,0.0009999
895,TOG,ACET,6.0257E-05,1,0.0034997
895,TOG,MEK,8.3203E-06,1,0.0005999
895,TOG,ARO2,4.3129E-04,1,0.0540233
895,TOG,BENZ,3.2770E-04,1,0.0255975
895,TOG,TOLU,8.1717E-04,1,0.0752925
895,TOG,ARO1,1.9469E-04,1,0.0218361
895,TOG,OXYL,1.7424E-04,1,0.0184982
895,TOG,MXYL,5.0482E-04,1,0.0535947
895,TOG,B124,1.3077E-04,1,0.0157178
895,TOG,BALD,4.0090E-05,1,0.0044996
895,TOG,IPRD,8.5596E-06,1,0.0005999
895,TOG,PRD2,1.4326E-06,1,0.0001636
895,TOG,PACD,7.5385E-07,1,0.0001102
895,TOG,APIN,7.0759E-07,1,0.0000964
895,TOG,TERP,6.0650E-07,1,0.0000826
895,TOG,CRES,1.6960E-07,1,0.0000255
895,TOG,MVK,3.9283E-08,1,0.0000055
895,TOG,NROG,2.7540E-04,1,0.0002754
896,TOG,ALK4,2.8908E-03,1,0.2339981
896,TOG,CH4,1.0357E-02,1,0.1661502
896,TOG,ALK1,3.5574E-04,1,0.0106968
896,TOG,ETHE,2.3270E-03,1,0.0652804
896,TOG,ALK2,1.1335E-05,1,0.0004999
896,TOG,PRPE,7.4360E-04,1,0.0312906
896,TOG,ACYE,1.3093E-03,1,0.0340898
896,TOG,OLE1,2.6863E-04,1,0.0146074
896,TOG,ALK3,6.3304E-04,1,0.0554882
896,TOG,OLE2,9.1984E-04,1,0.0569598
896,TOG,BDE13,1.0165E-04,1,0.0054984
896,TOG,ALK5,8.6361E-04,1,0.0934236
896,TOG,ISOP,1.7611E-05,1,0.0011996
896,TOG,MEOH,1.5912E-04,1,0.0050985
896,TOG,ETOH,1.7360E-05,1,0.0007998
896,TOG,HCHO,5.9930E-04,1,0.0179946
896,TOG,CCHO,7.7157E-05,1,0.0033990
896,TOG,RCHO,1.9405E-05,1,0.0013996
896,TOG,ACRO,2.1398E-05,1,0.0011996
896,TOG,MACR,1.2837E-05,1,0.0008997
896,TOG,ACET,3.7868E-05,1,0.0021993
896,TOG,MEK,4.1593E-06,1,0.0002999
896,TOG,ARO2,2.5031E-04,1,0.0310764
896,TOG,BENZ,3.3148E-04,1,0.0258922
896,TOG,TOLU,6.4666E-04,1,0.0595821
896,TOG,ARO1,1.3131E-04,1,0.0145564
896,TOG,OXYL,1.2241E-04,1,0.0129961
896,TOG,MXYL,3.5406E-04,1,0.0375887
896,TOG,B124,8.5762E-05,1,0.0103078
896,TOG,BALD,3.9642E-05,1,0.0044987
896,TOG,IPRD,8.5579E-06,1,0.0005998
896,TOG,PRD2,8.0957E-07,1,0.0000924
896,TOG,PACD,4.2600E-07,1,0.0000623
896,TOG,APIN,3.9986E-07,1,0.0000545
896,TOG,TERP,3.4274E-07,1,0.0000467
896,TOG,CRES,9.5840E-08,1,0.0000144
896,TOG,MVK,2.2199E-08,1,0.0000031
896,TOG,NROG,1.5560E-04,1,0.0001556
897,TOG,ALK4,3.0095E-03,1,0.2453948
897,TOG,CH4,2.7360E-03,1,0.0438912
897,TOG,ALK1,3.6575E-04,1,0.0109978
897,TOG,ETHE,2.5910E-03,1,0.0726855
897,TOG,ALK2,1.3604E-05,1,0.0005999
897,TOG,PRPE,8.1970E-04,1,0.0344931
897,TOG,ACYE,1.9276E-03,1,0.0501900
897,TOG,OLE1,3.3271E-04,1,0.0180805
897,TOG,ALK3,7.1441E-04,1,0.0639030
897,TOG,OLE2,9.2612E-04,1,0.0581369
897,TOG,BDE13,1.2199E-04,1,0.0065987
897,TOG,ALK5,1.0502E-03,1,0.1147975
897,TOG,ISOP,2.2017E-05,1,0.0014997
897,TOG,MEOH,2.4962E-04,1,0.0079984
897,TOG,ETOH,1.9532E-05,1,0.0008998
897,TOG,HCHO,6.1268E-04,1,0.0183963
897,TOG,CCHO,1.2482E-04,1,0.0054989
897,TOG,RCHO,2.4899E-05,1,0.0017996
897,TOG,ACRO,2.3184E-05,1,0.0012997
897,TOG,MACR,1.8544E-05,1,0.0012997
897,TOG,ACET,4.9922E-05,1,0.0028994
897,TOG,MEK,5.5463E-06,1,0.0003999
897,TOG,ARO2,3.2474E-04,1,0.0404921
897,TOG,BENZ,3.5711E-04,1,0.0278944
897,TOG,TOLU,7.5198E-04,1,0.0692862
897,TOG,ARO1,1.6519E-04,1,0.0188617
897,TOG,OXYL,1.4880E-04,1,0.0157968
897,TOG,MXYL,4.2943E-04,1,0.0455909
897,TOG,B124,1.0594E-04,1,0.0127328
897,TOG,BALD,4.8737E-05,1,0.0054989
897,TOG,IPRD,9.9852E-06,1,0.0006999
897,TOG,PRD2,2.6158E-06,1,0.0002987
897,TOG,PACD,1.3765E-06,1,0.0002012
897,TOG,APIN,1.2920E-06,1,0.0001760
897,TOG,TERP,1.1074E-06,1,0.0001509
897,TOG,CRES,3.0967E-07,1,0.0000465
897,TOG,MVK,7.1728E-08,1,0.0000101
897,TOG,NROG,5.0290E-04,1,0.0005029
898,TOG,CH4,9.8449E-03,1,0.1579316
898,TOG,ALK1,4.0249E-04,1,0.0121024
898,TOG,ETHE,2.3389E-03,1,0.0656131
898,TOG,ALK2,6.8047E-06,1,0.0003001
898,TOG,PRPE,7.5585E-04,1,0.0318064
898,TOG,ACYE,7.7213E-04,1,0.0201040
898,TOG,OLE1,2.5875E-04,1,0.0136738
898,TOG,ALK3,7.3405E-04,1,0.0630165
898,TOG,OLE2,9.6245E-04,1,0.0587739
898,TOG,BDE13,9.2457E-05,1,0.0050010
898,TOG,ALK4,3.1603E-03,1,0.2551870
898,TOG,ALK5,8.5056E-04,1,0.0914484
898,TOG,ISOP,8.8101E-06,1,0.0006001
898,TOG,MEOH,1.4359E-04,1,0.0046009
898,TOG,ETOH,2.1711E-05,1,0.0010002
898,TOG,HCHO,7.3618E-04,1,0.0221044
898,TOG,CCHO,7.9466E-05,1,0.0035007
898,TOG,RCHO,2.2135E-05,1,0.0016003
898,TOG,ACRO,1.0704E-05,1,0.0006001
898,TOG,MACR,9.9892E-06,1,0.0007001
898,TOG,ACET,4.8220E-05,1,0.0028006
898,TOG,MEK,4.1614E-06,1,0.0003001
898,TOG,ARO2,2.1584E-04,1,0.0266554
898,TOG,BENZ,3.2652E-04,1,0.0255051
898,TOG,TOLU,6.2202E-04,1,0.0573115
898,TOG,ARO1,1.2776E-04,1,0.0140942
898,TOG,OXYL,1.1494E-04,1,0.0122024
