CO,CO,CO,1,28,1
6034,PM,PNCOM,0.142508,1,0.142508
6034,PM,PNH4,0.003241,1,0.003241
6034,PM,PNO3,0.002808,1,0.002808
6034,PM,POC,0.356270,1,0.356270
6034,PM,PSI,0.002006,1,0.002006
6034,PM,PSO4,0.006825,1,0.006825
6034,PM,PTI,0.000070,1,0.000070
6035,PM,PAL,0.000264,1,0.000264
6035,PM,PCA,0.001248,1,0.001248
6035,PM,PCL,0.000511,1,0.000511
6035,PM,PEC,0.626541,1,0.626541
6035,PM,PFE,0.000835,1,0.000835
6035,PM,PK,0.000184,1,0.000184
6035,PM,PMC,0.043000,1,0.043000
6035,PM,PMG,0.000348,1,0.000348
6035,PM,PMN,0.000055,1,0.000055
6035,PM,PMOTHR,0.014884,1,0.014884
6035,PM,PNA,0.000752,1,0.000752
6035,PM,PNCOM,0.085586,1,0.085586
6035,PM,PNH4,0.001079,1,0.001079
6035,PM,PNO3,0.001240,1,0.001240
6035,PM,POC,0.213964,1,0.213964
6035,PM,PSI,0.001646,1,0.001646
6035,PM,PSO4,0.001843,1,0.001843
6035,PM,PTI,0.000014,1,0.000014
6036,PM,PAL,0.000444,1,0.000444
6036,PM,PCA,0.001703,1,0.001703
6036,PM,PCL,0.001549,1,0.001549
6036,PM,PEC,0.438308,1,0.438308
6036,PM,PFE,0.001493,1,0.001493
6036,PM,PK,0.000299,1,0.000299
6036,PM,PMC,0.043000,1,0.043000
6036,PM,PMG,0.000494,1,0.000494
6036,PM,PMN,0.000014,1,0.000014
6036,PM,PMOTHR,0.007173,1,0.007173
6036,PM,PNA,0.001785,1,0.001785
6036,PM,PNCOM,0.138390,1,0.138390
6036,PM,PNH4,0.002839,1,0.002839
6036,PM,PNO3,0.002566,1,0.002566
6036,PM,POC,0.345975,1,0.345975
6036,PM,PSI,0.001914,1,0.001914
6036,PM,PSO4,0.005986,1,0.005986
6036,PM,PTI,0.000061,1,0.000061
6037,PM,PAL,0.000179,1,0.000179
6037,PM,PCA,0.000758,1,0.000758
6037,PM,PCL,0.000403,1,0.000403
6037,PM,PEC,0.620545,1,0.620545
6037,PM,PFE,0.000400,1,0.000400
6037,PM,PK,0.000230,1,0.000230
6037,PM,PMC,0.043000,1,0.043000
6037,PM,PMG,0.000326,1,0.000326
6037,PM,PMOTHR,0.006339,1,0.006339
6037,PM,PNA,0.000646,1,0.000646
6037,PM,PNCOM,0.089405,1,0.089405
6037,PM,PNH4,0.001279,1,0.001279
6037,PM,PNO3,0.001339,1,0.001339
6037,PM,POC,0.223512,1,0.223512
6037,PM,PSI,0.002693,1,0.002693
6037,PM,PSO4,0.002940,1,0.002940
6041,PM,PAL,0.000503,1,0.000503
6041,PM,PCA,0.002124,1,0.002124
6041,PM,PCL,0.002586,1,0.002586
6041,PM,PEC,0.333629,1,0.333629
6041,PM,PFE,0.001812,1,0.001812
6041,PM,PK,0.000430,1,0.000430
6041,PM,PMC,0.043000,1,0.043000
6041,PM,PMG,0.000583,1,0.000583
6041,PM,PMN,0.000015,1,0.000015
6041,PM,PMOTHR,0.009607,1,0.009607
6041,PM,PNA,0.002208,1,0.002208
6041,PM,PNCOM,0.163696,1,0.163696
6041,PM,PNH4,0.005684,1,0.005684
6041,PM,PNO3,0.004392,1,0.004392
6041,PM,POC,0.409240,1,0.409240
6041,PM,PSI,0.002660,1,0.002660
6041,PM,PSO4,0.011705,1,0.011705
6041,PM,PTI,0.000116,1,0.000116
6042,PM,PAL,0.000296,1,0.000296
6042,PM,PCA,0.002945,1,0.002945
6042,PM,PCL,0.000937,1,0.000937
6042,PM,PEC,0.462952,1,0.462952
6042,PM,PFE,0.001004,1,0.001004
6042,PM,PK,0.000196,1,0.000196
6042,PM,PMC,0.043000,1,0.043000
6042,PM,PMG,0.000350,1,0.000350
6042,PM,PMN,0.000013,1,0.000013
6042,PM,PMOTHR,0.008960,1,0.008960
6042,PM,PNA,0.001280,1,0.001280
6042,PM,PNCOM,0.128746,1,0.128746
6042,PM,PNH4,0.004566,1,0.004566
6042,PM,PNO3,0.001684,1,0.001684
6042,PM,POC,0.321865,1,0.321865
6042,PM,PSI,0.001975,1,0.001975
6042,PM,PSO4,0.013181,1,0.013181
6042,PM,PTI,0.000041,1,0.000041
6043,PM,PAL,0.000331,1,0.000331
6043,PM,PCA,0.002035,1,0.002035
6043,PM,PCL,0.000760,1,0.000760
6043,PM,PEC,0.608758,1,0.608758
6043,PM,PFE,0.001199,1,0.001199
6043,PM,PK,0.000238,1,0.000238
6043,PM,PMC,0.043000,1,0.043000
6043,PM,PMG,0.000381,1,0.000381
6043,PM,PMN,0.000053,1,0.000053
6043,PM,PMOTHR,0.016933,1,0.016933
6043,PM,PNA,0.001229,1,0.001229
6043,PM,PNCOM,0.088858,1,0.088858
6043,PM,PNH4,0.001574,1,0.001574
6043,PM,PNO3,0.000793,1,0.000793
6043,PM,POC,0.222145,1,0.222145
6043,PM,PSI,0.002145,1,0.002145
6043,PM,PSO4,0.003540,1,0.003540
6043,PM,PTI,0.000019,1,0.000019
6044,PM,PAL,0.000459,1,0.000459
6044,PM,PCA,0.001808,1,0.001808
6044,PM,PCL,0.001782,1,0.001782
6044,PM,PEC,0.415722,1,0.415722
6044,PM,PFE,0.001584,1,0.001584
6044,PM,PK,0.000336,1,0.000336
6044,PM,PMC,0.043000,1,0.043000
6044,PM,PMG,0.000516,1,0.000516
6044,PM,PMN,0.000014,1,0.000014
6044,PM,PMOTHR,0.007807,1,0.007807
6044,PM,PNA,0.001874,1,0.001874
6044,PM,PNCOM,0.143671,1,0.143671
6044,PM,PNH4,0.003571,1,0.003571
6044,PM,PNO3,0.003073,1,0.003073
6044,PM,POC,0.359177,1,0.359177
6044,PM,PSI,0.002137,1,0.002137
6044,PM,PSO4,0.007388,1,0.007388
6044,PM,PTI,0.000073,1,0.000073
6045,PM,PAL,0.000258,1,0.000258
6045,PM,PCA,0.001237,1,0.001237
6045,PM,PCL,0.000502,1,0.000502
6045,PM,PEC,0.624167,1,0.624167
6045,PM,PFE,0.000834,1,0.000834
6045,PM,PK,0.000181,1,0.000181
6045,PM,PMC,0.043000,1,0.043000
6045,PM,PMG,0.000341,1,0.000341
6045,PM,PMN,0.000053,1,0.000053
6045,PM,PMOTHR,0.014476,1,0.014476
6045,PM,PNA,0.000726,1,0.000726
6045,PM,PNCOM,0.086346,1,0.086346
6045,PM,PNH4,0.001141,1,0.001141
6045,PM,PNO3,0.001286,1,0.001286
6045,PM,POC,0.215865,1,0.215865
6045,PM,PSI,0.001630,1,0.001630
6045,PM,PSO4,0.001935,1,0.001935
6045,PM,PTI,0.000014,1,0.000014
6046,PM,PAL,0.000446,1,0.000446
6046,PM,PCA,0.001716,1,0.001716
6046,PM,PCL,0.001582,1,0.001582
6046,PM,PEC,0.435033,1,0.435033
6046,PM,PFE,0.001504,1,0.001504
6046,PM,PK,0.000303,1,0.000303
6046,PM,PMC,0.043000,1,0.043000
6046,PM,PMG,0.000497,1,0.000497
6046,PM,PMN,0.000014,1,0.000014
6046,PM,PMOTHR,0.007255,1,0.007255
6046,PM,PNA,0.001798,1,0.001798
6046,PM,PNCOM,0.139174,1,0.139174
6046,PM,PNH4,0.002933,1,0.002933
6046,PM,PNO3,0.002628,1,0.002628
6046,PM,POC,0.347935,1,0.347935
6046,PM,PSI,0.001940,1,0.001940
6046,PM,PSO4,0.006171,1,0.006171
6046,PM,PTI,0.000062,1,0.000062
6047,PM,PAL,0.000171,1,0.000171
6047,PM,PCA,0.000766,1,0.000766
6047,PM,PCL,0.000387,1,0.000387
6047,PM,PEC,0.629170,1,0.629170
6047,PM,PFE,0.000397,1,0.000397
6047,PM,PK,0.000217,1,0.000217
6047,PM,PMC,0.043000,1,0.043000
6047,PM,PMG,0.000310,1,0.000310
6047,PM,PMOTHR,0.006170,1,0.006170
6047,PM,PNA,0.000607,1,0.000607
6047,PM,PNCOM,0.087028,1,0.087028
6047,PM,PNH4,0.001313,1,0.001313
6047,PM,PNO3,0.001463,1,0.001463
6047,PM,POC,0.217571,1,0.217571
6047,PM,PSI,0.002549,1,0.002549
6047,PM,PSO4,0.002873,1,0.002873
6047,PM,PTI,9.51e-07,1,9.51e-07
6051,PM,PAL,0.000527,1,0.000527
6051,PM,PCA,0.002277,1,0.002277
6051,PM,PCL,0.002770,1,0.002770
6051,PM,PEC,0.322059,1,0.322059
6051,PM,PFE,0.002008,1,0.002008
6051,PM,PK,0.000515,1,0.000515
6051,PM,PMC,0.043000,1,0.043000
6051,PM,PMG,0.000611,1,0.000611
6051,PM,PMN,0.000015,1,0.000015
6051,PM,PMOTHR,0.010647,1,0.010647
6051,PM,PNA,0.002244,1,0.002244
6051,PM,PNCOM,0.165200,1,0.165200
6051,PM,PNH4,0.006852,1,0.006852
6051,PM,PNO3,0.005407,1,0.005407
6051,PM,POC,0.413001,1,0.413001
6051,PM,PSI,0.003189,1,0.003189
6051,PM,PSO4,0.013548,1,0.013548
6051,PM,PTI,0.000122,1,0.000122
6052,PM,PAL,0.000277,1,0.000277
6052,PM,PCA,0.002834,1,0.002834
6052,PM,PCL,0.000878,1,0.000878
6052,PM,PEC,0.475920,1,0.475920
6052,PM,PFE,0.000980,1,0.000980
6052,PM,PK,0.000189,1,0.000189
6052,PM,PMC,0.043000,1,0.043000
6052,PM,PMG,0.000334,1,0.000334
6052,PM,PMN,0.000013,1,0.000013
6052,PM,PMOTHR,0.008697,1,0.008697
6052,PM,PNA,0.001200,1,0.001200
6052,PM,PNCOM,0.124898,1,0.124898
6052,PM,PNH4,0.004868,1,0.004868
6052,PM,PNO3,0.001682,1,0.001682
6052,PM,POC,0.312245,1,0.312245
6052,PM,PSI,0.001913,1,0.001913
6052,PM,PSO4,0.014025,1,0.014025
6052,PM,PTI,0.000038,1,0.000038
6053,PM,PAL,0.000331,1,0.000331
6053,PM,PCA,0.001982,1,0.001982
6053,PM,PCL,0.000741,1,0.000741
6053,PM,PEC,0.609468,1,0.609468
6053,PM,PFE,0.001197,1,0.001197
6053,PM,PK,0.000239,1,0.000239
6053,PM,PMC,0.043000,1,0.043000
6053,PM,PMG,0.000373,1,0.000373
6053,PM,PMN,0.000053,1,0.000053
6053,PM,PMOTHR,0.016774,1,0.016774
6053,PM,PNA,0.001191,1,0.001191
6053,PM,PNCOM,0.088682,1,0.088682
6053,PM,PNH4,0.001625,1,0.001625
6053,PM,PNO3,0.000801,1,0.000801
6053,PM,POC,0.221707,1,0.221707
6053,PM,PSI,0.002173,1,0.002173
6053,PM,PSO4,0.003634,1,0.003634
6053,PM,PTI,0.000019,1,0.000019
6054,PM,PAL,0.000467,1,0.000467
6054,PM,PCA,0.001862,1,0.001862
6054,PM,PCL,0.001859,1,0.001859
6054,PM,PEC,0.410013,1,0.410013
6054,PM,PFE,0.001648,1,0.001648
6054,PM,PK,0.000364,1,0.000364
6054,PM,PMC,0.043000,1,0.043000
6054,PM,PMG,0.000525,1,0.000525
6054,PM,PMN,0.000015,1,0.000015
6054,PM,PMOTHR,0.008159,1,0.008159
6054,PM,PNA,0.001894,1,0.001894
6054,PM,PNCOM,0.144679,1,0.144679
6054,PM,PNH4,0.003973,1,0.003973
6054,PM,PNO3,0.003406,1,0.003406
6054,PM,POC,0.361698,1,0.361698
6054,PM,PSI,0.002307,1,0.002307
6054,PM,PSO4,0.008048,1,0.008048
6054,PM,PTI,0.000077,1,0.000077
6055,PM,PAL,0.000253,1,0.000253
6055,PM,PCA,0.001227,1,0.001227
6055,PM,PCL,0.000494,1,0.000494
6055,PM,PEC,0.621854,1,0.621854
6055,PM,PFE,0.000838,1,0.000838
6055,PM,PK,0.000179,1,0.000179
6055,PM,PMC,0.043000,1,0.043000
6055,PM,PMG,0.000334,1,0.000334
6055,PM,PMN,0.000051,1,0.000051
6055,PM,PMOTHR,0.014097,1,0.014097
6055,PM,PNA,0.000701,1,0.000701
6055,PM,PNCOM,0.087064,1,0.087064
6055,PM,PNH4,0.001213,1,0.001213
6055,PM,PNO3,0.001325,1,0.001325
6055,PM,POC,0.217661,1,0.217661
6055,PM,PSI,0.001628,1,0.001628
6055,PM,PSO4,0.002058,1,0.002058
6055,PM,PTI,0.000014,1,0.000014
6056,PM,PAL,0.000449,1,0.000449
6056,PM,PCA,0.001730,1,0.001730
6056,PM,PCL,0.001517,1,0.001517
6056,PM,PEC,0.445172,1,0.445172
6056,PM,PFE,0.001555,1,0.001555
6056,PM,PK,0.000327,1,0.000327
6056,PM,PMC,0.043000,1,0.043000
6056,PM,PMG,0.000497,1,0.000497
6056,PM,PMN,0.000014,1,0.000014
6056,PM,PMOTHR,0.007415,1,0.007415
6056,PM,PNA,0.001751,1,0.001751
6056,PM,PNCOM,0.136055,1,0.136055
6056,PM,PNH4,0.003099,1,0.003099
6056,PM,PNO3,0.002870,1,0.002870
6056,PM,POC,0.340140,1,0.340140
6056,PM,PSI,0.002098,1,0.002098
6056,PM,PSO4,0.006243,1,0.006243
6056,PM,PTI,0.000058,1,0.000058
6057,PM,PAL,0.000200,1,0.000200
6057,PM,PCA,0.000782,1,0.000782
6057,PM,PCL,0.000426,1,0.000426
6057,PM,PEC,0.603883,1,0.603883
6057,PM,PFE,0.000475,1,0.000475
6057,PM,PK,0.000251,1,0.000251
6057,PM,PMC,0.043000,1,0.043000
6057,PM,PMG,0.000338,1,0.000338
6057,PM,PMN,9.51e-07,1,9.51e-07
6057,PM,PMOTHR,0.006734,1,0.006734
6057,PM,PNA,0.000682,1,0.000682
6057,PM,PNCOM,0.093801,1,0.093801
6057,PM,PNH4,0.001416,1,0.001416
6057,PM,PNO3,0.001148,1,0.001148
6057,PM,POC,0.234503,1,0.234503
6057,PM,PSI,0.002931,1,0.002931
6057,PM,PSO4,0.003418,1,0.003418
6057,PM,PTI,0.000001,1,0.000001
6061,PM,PAL,0.000557,1,0.000557
6061,PM,PCA,0.002447,1,0.002447
6061,PM,PCL,0.002953,1,0.002953
6061,PM,PEC,0.309205,1,0.309205
6061,PM,PFE,0.002228,1,0.002228
6061,PM,PK,0.000600,1,0.000600
6061,PM,PMC,0.043000,1,0.043000
6061,PM,PMG,0.000637,1,0.000637
6061,PM,PMN,0.000016,1,0.000016
6061,PM,PMOTHR,0.011715,1,0.011715
6061,PM,PNA,0.002333,1,0.002333
6061,PM,PNCOM,0.166827,1,0.166827
6061,PM,PNH4,0.007990,1,0.007990
6061,PM,PNO3,0.006386,1,0.006386
6061,PM,POC,0.417066,1,0.417066
6061,PM,PSI,0.003697,1,0.003697
6061,PM,PSO4,0.016205,1,0.016205
6061,PM,PTI,0.000131,1,0.000131
6062,PM,PAL,0.000250,1,0.000250
6062,PM,PCA,0.002744,1,0.002744
6062,PM,PCL,0.000795,1,0.000795
6062,PM,PEC,0.493341,1,0.493341
6062,PM,PFE,0.000959,1,0.000959
6062,PM,PK,0.000174,1,0.000174
6062,PM,PMC,0.043000,1,0.043000
6062,PM,PMG,0.000320,1,0.000320
6062,PM,PMN,0.000011,1,0.000011
6062,PM,PMOTHR,0.008429,1,0.008429
6062,PM,PNA,0.001122,1,0.001122
6062,PM,PNCOM,0.119429,1,0.119429
6062,PM,PNH4,0.005414,1,0.005414
6062,PM,PNO3,0.001697,1,0.001697
6062,PM,POC,0.298574,1,0.298574
6062,PM,PSI,0.001784,1,0.001784
6062,PM,PSO4,0.015916,1,0.015916
6062,PM,PTI,0.000034,1,0.000034
6063,PM,PAL,0.000323,1,0.000323
6063,PM,PCA,0.002047,1,0.002047
6063,PM,PCL,0.000739,1,0.000739
6063,PM,PEC,0.598113,1,0.598113
6063,PM,PFE,0.001262,1,0.001262
6063,PM,PK,0.000240,1,0.000240
6063,PM,PMC,0.043000,1,0.043000
6063,PM,PMG,0.000350,1,0.000350
6063,PM,PMN,0.000044,1,0.000044
6063,PM,PMOTHR,0.015559,1,0.015559
6063,PM,PNA,0.001164,1,0.001164
6063,PM,PNCOM,0.091871,1,0.091871
6063,PM,PNH4,0.001967,1,0.001967
6063,PM,PNO3,0.000897,1,0.000897
6063,PM,POC,0.229677,1,0.229677
6063,PM,PSI,0.002224,1,0.002224
6063,PM,PSO4,0.004491,1,0.004491
6063,PM,PTI,0.000021,1,0.000021
6064,PM,PAL,0.000468,1,0.000468
6064,PM,PCA,0.001869,1,0.001869
6064,PM,PCL,0.001864,1,0.001864
6064,PM,PEC,0.409834,1,0.409834
6064,PM,PFE,0.001658,1,0.001658
6064,PM,PK,0.000368,1,0.000368
6064,PM,PMC,0.043000,1,0.043000
6064,PM,PMG,0.000526,1,0.000526
6064,PM,PMN,0.000015,1,0.000015
6064,PM,PMOTHR,0.008212,1,0.008212
6064,PM,PNA,0.001895,1,0.001895
6064,PM,PNCOM,0.144641,1,0.144641
6064,PM,PNH4,0.004031,1,0.004031
6064,PM,PNO3,0.003460,1,0.003460
6064,PM,POC,0.361604,1,0.361604
6064,PM,PSI,0.002335,1,0.002335
6064,PM,PSO4,0.008133,1,0.008133
6064,PM,PTI,0.000077,1,0.000077
6065,PM,PAL,0.000252,1,0.000252
6065,PM,PCA,0.001225,1,0.001225
6065,PM,PCL,0.000491,1,0.000491
6065,PM,PEC,0.621379,1,0.621379
6065,PM,PFE,0.000839,1,0.000839
6065,PM,PK,0.000178,1,0.000178
6065,PM,PMC,0.043000,1,0.043000
6065,PM,PMG,0.000333,1,0.000333
6065,PM,PMN,0.000050,1,0.000050
6065,PM,PMOTHR,0.014020,1,0.014020
6065,PM,PNA,0.000697,1,0.000697
6065,PM,PNCOM,0.087211,1,0.087211
6065,PM,PNH4,0.001228,1,0.001228
6065,PM,PNO3,0.001334,1,0.001334
6065,PM,POC,0.218028,1,0.218028
6065,PM,PSI,0.001628,1,0.001628
6065,PM,PSO4,0.002084,1,0.002084
6065,PM,PTI,0.000014,1,0.000014
6066,PM,PAL,0.000453,1,0.000453
6066,PM,PCA,0.001764,1,0.001764
6066,PM,PCL,0.001639,1,0.001639
6066,PM,PEC,0.431214,1,0.431214
6066,PM,PFE,0.001564,1,0.001564
6066,PM,PK,0.000328,1,0.000328
6066,PM,PMC,0.043000,1,0.043000
6066,PM,PMG,0.000505,1,0.000505
6066,PM,PMN,0.000014,1,0.000014
6066,PM,PMOTHR,0.007568,1,0.007568
6066,PM,PNA,0.001813,1,0.001813
6066,PM,PNCOM,0.139707,1,0.139707
6066,PM,PNH4,0.003285,1,0.003285
6066,PM,PNO3,0.002930,1,0.002930
6066,PM,POC,0.349268,1,0.349268
6066,PM,PSI,0.002097,1,0.002097
6066,PM,PSO4,0.006777,1,0.006777
6066,PM,PTI,0.000065,1,0.000065
6067,PM,PAL,0.000173,1,0.000173
6067,PM,PCA,0.000797,1,0.000797
6067,PM,PCL,0.000377,1,0.000377
6067,PM,PEC,0.630815,1,0.630815
6067,PM,PFE,0.000451,1,0.000451
6067,PM,PK,0.000213,1,0.000213
6067,PM,PMC,0.043000,1,0.043000
6067,PM,PMG,0.000291,1,0.000291
6067,PM,PMN,9.51e-07,1,9.51e-07
6067,PM,PMOTHR,0.006195,1,0.006195
6067,PM,PNA,0.000574,1,0.000574
6067,PM,PNCOM,0.086407,1,0.086407
6067,PM,PNH4,0.001477,1,0.001477
6067,PM,PNO3,0.001527,1,0.001527
6067,PM,POC,0.216018,1,0.216018
6067,PM,PSI,0.002490,1,0.002490
6067,PM,PSO4,0.003182,1,0.003182
6067,PM,PTI,0.000002,1,0.000002
6071,PM,PAL,0.000581,1,0.000581
6071,PM,PCA,0.002569,1,0.002569
6071,PM,PCL,0.003013,1,0.003013
6071,PM,PEC,0.304047,1,0.304047
6071,PM,PFE,0.002404,1,0.002404
6071,PM,PK,0.000644,1,0.000644
6071,PM,PMC,0.043000,1,0.043000
6071,PM,PMG,0.000645,1,0.000645
6071,PM,PMN,0.000017,1,0.000017
6071,PM,PMOTHR,0.012323,1,0.012323
6071,PM,PNA,0.002484,1,0.002484
6071,PM,PNCOM,0.166724,1,0.166724
6071,PM,PNH4,0.008492,1,0.008492
6071,PM,PNO3,0.006834,1,0.006834
6071,PM,POC,0.416810,1,0.416810
6071,PM,PSI,0.003932,1,0.003932
6071,PM,PSO4,0.019338,1,0.019338
6071,PM,PTI,0.000135,1,0.000135
6072,PM,PAL,0.000251,1,0.000251
6072,PM,PCA,0.002727,1,0.002727
6072,PM,PCL,0.000745,1,0.000745
6072,PM,PEC,0.500916,1,0.500916
6072,PM,PFE,0.001047,1,0.001047
6072,PM,PK,0.000174,1,0.000174
6072,PM,PMC,0.043000,1,0.043000
6072,PM,PMG,0.000307,1,0.000307
6072,PM,PMN,0.000010,1,0.000010
6072,PM,PMOTHR,0.008407,1,0.008407
6072,PM,PNA,0.001234,1,0.001234
6072,PM,PNCOM,0.116219,1,0.116219
6072,PM,PNH4,0.005631,1,0.005631
6072,PM,PNO3,0.001688,1,0.001688
6072,PM,POC,0.290550,1,0.290550
6072,PM,PSI,0.001717,1,0.001717
6072,PM,PSO4,0.019335,1,0.019335
6072,PM,PTI,0.000034,1,0.000034
6073,PM,PAL,0.000330,1,0.000330
6073,PM,PCA,0.002122,1,0.002122
6073,PM,PCL,0.000744,1,0.000744
6073,PM,PEC,0.592982,1,0.592982
6073,PM,PFE,0.001342,1,0.001342
6073,PM,PK,0.000242,1,0.000242
6073,PM,PMC,0.043000,1,0.043000
6073,PM,PMG,0.000346,1,0.000346
6073,PM,PMN,0.000041,1,0.000041
6073,PM,PMOTHR,0.015361,1,0.015361
6073,PM,PNA,0.001274,1,0.001274
6073,PM,PNCOM,0.092766,1,0.092766
6073,PM,PNH4,0.002034,1,0.002034
6073,PM,PNO3,0.000916,1,0.000916
6073,PM,POC,0.231916,1,0.231916
6073,PM,PSI,0.002218,1,0.002218
6073,PM,PSO4,0.006333,1,0.006333
6073,PM,PTI,0.000023,1,0.000023
6074,PM,PAL,0.000469,1,0.000469
6074,PM,PCA,0.001873,1,0.001873
6074,PM,PCL,0.001862,1,0.001862
6074,PM,PEC,0.410100,1,0.410100
6074,PM,PFE,0.001665,1,0.001665
6074,PM,PK,0.000369,1,0.000369
6074,PM,PMC,0.043000,1,0.043000
6074,PM,PMG,0.000526,1,0.000526
6074,PM,PMN,0.000015,1,0.000015
6074,PM,PMOTHR,0.008228,1,0.008228
6074,PM,PNA,0.001901,1,0.001901
6074,PM,PNCOM,0.144513,1,0.144513
6074,PM,PNH4,0.004036,1,0.004036
6074,PM,PNO3,0.003467,1,0.003467
6074,PM,POC,0.361282,1,0.361282
6074,PM,PSI,0.002340,1,0.002340
6074,PM,PSO4,0.008271,1,0.008271
6074,PM,PTI,0.000077,1,0.000077
6075,PM,PAL,0.000253,1,0.000253
6075,PM,PCA,0.001228,1,0.001228
6075,PM,PCL,0.000490,1,0.000490
6075,PM,PEC,0.620956,1,0.620956
6075,PM,PFE,0.000845,1,0.000845
6075,PM,PK,0.000178,1,0.000178
6075,PM,PMC,0.043000,1,0.043000
6075,PM,PMG,0.000332,1,0.000332
6075,PM,PMN,0.000050,1,0.000050
6075,PM,PMOTHR,0.013983,1,0.013983
6075,PM,PNA,0.000704,1,0.000704
6075,PM,PNCOM,0.087287,1,0.087287
6075,PM,PNH4,0.001234,1,0.001234
6075,PM,PNO3,0.001338,1,0.001338
6075,PM,POC,0.218220,1,0.218220
6075,PM,PSI,0.001625,1,0.001625
6075,PM,PSO4,0.002253,1,0.002253
6075,PM,PTI,0.000015,1,0.000015
6076,PM,PAL,0.000462,1,0.000462
6076,PM,PCA,0.001816,1,0.001816
6076,PM,PCL,0.001684,1,0.001684
6076,PM,PEC,0.429299,1,0.429299
6076,PM,PFE,0.001636,1,0.001636
6076,PM,PK,0.000358,1,0.000358
6076,PM,PMC,0.043000,1,0.043000
6076,PM,PMG,0.000513,1,0.000513
6076,PM,PMN,0.000015,1,0.000015
6076,PM,PMOTHR,0.007921,1,0.007921
6076,PM,PNA,0.001823,1,0.001823
6076,PM,PNCOM,0.139629,1,0.139629
6076,PM,PNH4,0.003668,1,0.003668
6076,PM,PNO3,0.003279,1,0.003279
6076,PM,POC,0.349074,1,0.349074
6076,PM,PSI,0.002285,1,0.002285
6076,PM,PSO4,0.007464,1,0.007464
6076,PM,PTI,0.000066,1,0.000066
6077,PM,PAL,0.000183,1,0.000183
6077,PM,PCA,0.000840,1,0.000840
6077,PM,PCL,0.000380,1,0.000380
6077,PM,PEC,0.625408,1,0.625408
6077,PM,PFE,0.000536,1,0.000536
6077,PM,PK,0.000218,1,0.000218
6077,PM,PMC,0.043000,1,0.043000
6077,PM,PMG,0.000281,1,0.000281
6077,PM,PMN,9.51e-07,1,9.51e-07
6077,PM,PMOTHR,0.006387,1,0.006387
6077,PM,PNA,0.000578,1,0.000578
6077,PM,PNCOM,0.087593,1,0.087593
6077,PM,PNH4,0.001664,1,0.001664
6077,PM,PNO3,0.001504,1,0.001504
6077,PM,POC,0.218982,1,0.218982
6077,PM,PSI,0.002533,1,0.002533
6077,PM,PSO4,0.003899,1,0.003899
6077,PM,PTI,0.000005,1,0.000005
6081,PM,PAL,0.000719,1,0.000719
6081,PM,PCA,0.003187,1,0.003187
6081,PM,PCL,0.002976,1,0.002976
6081,PM,PEC,0.294358,1,0.294358
6081,PM,PFE,0.003384,1,0.003384
6081,PM,PK,0.000779,1,0.000779
6081,PM,PMC,0.043000,1,0.043000
6081,PM,PMG,0.000639,1,0.000639
6081,PM,PMN,0.000017,1,0.000017
6081,PM,PMOTHR,0.014556,1,0.014556
6081,PM,PNA,0.003733,1,0.003733
6081,PM,PNCOM,0.160861,1,0.160861
6081,PM,PNH4,0.009351,1,0.009351
6081,PM,PNO3,0.007746,1,0.007746
6081,PM,POC,0.402155,1,0.402155
6081,PM,PSI,0.004395,1,0.004395
6081,PM,PSO4,0.041984,1,0.041984
6081,PM,PTI,0.000152,1,0.000152
6082,PM,PAL,0.000253,1,0.000253
6082,PM,PCA,0.002675,1,0.002675
6082,PM,PCL,0.000684,1,0.000684
6082,PM,PEC,0.510318,1,0.510318
6082,PM,PFE,0.001151,1,0.001151
6082,PM,PK,0.000175,1,0.000175
6082,PM,PMC,0.043000,1,0.043000
6082,PM,PMG,0.000287,1,0.000287
6082,PM,PMN,0.000010,1,0.000010
6082,PM,PMOTHR,0.008344,1,0.008344
6082,PM,PNA,0.001364,1,0.001364
6082,PM,PNCOM,0.112361,1,0.112361
6082,PM,PNH4,0.005825,1,0.005825
6082,PM,PNO3,0.001666,1,0.001666
6082,PM,POC,0.280903,1,0.280903
6082,PM,PSI,0.001659,1,0.001659
6082,PM,PSO4,0.023282,1,0.023282
6082,PM,PTI,0.000035,1,0.000035
6083,PM,PAL,0.000339,1,0.000339
6083,PM,PCA,0.002212,1,0.002212
6083,PM,PCL,0.000750,1,0.000750
6083,PM,PEC,0.587055,1,0.587055
6083,PM,PFE,0.001433,1,0.001433
6083,PM,PK,0.000248,1,0.000248
6083,PM,PMC,0.043000,1,0.043000
6083,PM,PMG,0.000342,1,0.000342
6083,PM,PMN,0.000039,1,0.000039
6083,PM,PMOTHR,0.015166,1,0.015166
6083,PM,PNA,0.001405,1,0.001405
6083,PM,PNCOM,0.093780,1,0.093780
6083,PM,PNH4,0.002115,1,0.002115
6083,PM,PNO3,0.000957,1,0.000957
6083,PM,POC,0.234450,1,0.234450
6083,PM,PSI,0.002209,1,0.002209
6083,PM,PSO4,0.008467,1,0.008467
6083,PM,PTI,0.000025,1,0.000025
6084,PM,PAL,0.000472,1,0.000472
6084,PM,PCA,0.001885,1,0.001885
6084,PM,PCL,0.001876,1,0.001876
6084,PM,PEC,0.408440,1,0.408440
6084,PM,PFE,0.001679,1,0.001679
6084,PM,PK,0.000371,1,0.000371
6084,PM,PMC,0.043000,1,0.043000
6084,PM,PMG,0.000527,1,0.000527
6084,PM,PMN,0.000015,1,0.000015
