0,CO,CO
0,NH3,NH3
30112529,311,PM
30112529,87,TOG
30112530,90002,PM
30112530,271,TOG
30112540,311,PM
30112540,600,TOG
30112599,311,PM
30112599,1404,TOG
30112701,311,PM
30112701,600,TOG
30112780,311,PM
30112780,600,TOG
30113001,311,PM
30113001,1404,TOG
30113003,311,PM
30113003,1404,TOG
30113004,311,PM
30113004,600,TOG
30113005,311,PM
30113005,1404,TOG
30113006,311,PM
30113006,1404,TOG
30113007,311,PM
30113007,1404,TOG
30113201,311,PM
30113201,786,TOG
30113299,311,PM
30113299,1404,TOG
30114001,311,PM
30114001,600,TOG
30115301,311,PM
30115301,944,TOG
30115680,311,PM
30115680,600,TOG
30116701,311,PM
30116701,556,TOG
30116780,311,PM
30116780,556,TOG
30116799,311,PM
30116799,556,TOG
30116901,311,PM
30116901,1404,TOG
30117401,311,PM
30117401,785,TOG
30119001,311,PM
30119001,600,TOG
30119799,311,PM
30119799,1404,TOG
30120501,311,PM
30120501,224,TOG
30120531,311,PM
30120531,752,TOG
30120601,311,PM
30120601,753,TOG
30125001,311,PM
30125001,786,TOG
30125010,311,PM
30125010,211,TOG
30125015,90002,PM
30125015,227,TOG
30125025,90002,PM
30125025,1407,TOG
30125099,311,PM
30125099,1407,TOG
30125101,311,PM
30125101,600,TOG
30125104,311,PM
30125104,600,TOG
30125301,90002,PM
30125301,1404,TOG
30125805,311,PM
30125805,600,TOG
30125815,311,PM
30125815,223,TOG
30125899,311,PM
30125899,1404,TOG
30126006,90002,PM
30126006,1404,TOG
30130201,311,PM
30130201,771,TOG
30130280,90002,PM
30130280,771,TOG
30140151,311,PM
30140151,1404,TOG
30140199,311,PM
30140199,1404,TOG
30140299,311,PM
30140299,1404,TOG
30140330,2204,PM
30140330,600,TOG
30180001,311,PM
30180001,1404,TOG
30180002,311,PM
30180002,1404,TOG
30180003,2204,PM
30180003,757,TOG
30180004,2204,PM
30180004,756,TOG
30180007,2204,PM
30180007,758,TOG
30180008,2204,PM
30180008,757,TOG
30180009,2204,PM
30180009,756,TOG
30180010,331,PM
30180010,531,TOG
30180013,2204,PM
30180013,758,TOG
30180017,2204,PM
30180017,757,TOG
30181001,311,PM
30181001,1404,TOG
30182001,311,PM
30182001,1402,TOG
30182002,2204,PM
30182002,600,TOG
30182003,311,PM
30182003,1402,TOG
30182011,311,PM
30182011,1402,TOG
30182563,311,PM
30182563,1402,TOG
30182599,311,PM
30182599,1402,TOG
30183001,311,PM
30183001,1404,TOG
30184001,311,PM
30184001,1404,TOG
30187001,311,PM
30187001,600,TOG
30187002,311,PM
30187002,600,TOG
30187003,311,PM
30187003,600,TOG
30187004,311,PM
30187004,600,TOG
30187005,90002,PM
30187005,600,TOG
30187006,90002,PM
30187006,600,TOG
30187008,311,PM
30187008,600,TOG
30187009,90002,PM
30187009,600,TOG
30187010,90002,PM
30187010,600,TOG
30187011,2204,PM
30187011,600,TOG
30187012,90002,PM
30187012,600,TOG
30187014,90002,PM
30187014,600,TOG
30187017,90002,PM
30187017,600,TOG
30187018,311,PM
30187018,1404,TOG
30187033,90002,PM
30187033,600,TOG
30187034,90002,PM
30187034,600,TOG
30187097,2204,PM
30187097,600,TOG
30187098,90002,PM
30187098,600,TOG
30187598,2204,PM
30187598,600,TOG
30188501,90002,PM
30188501,600,TOG
30188510,311,PM
30188510,600,TOG
30188599,90002,PM
30188599,600,TOG
30188801,311,PM
30188801,1404,TOG
30188802,311,PM
30188802,1404,TOG
30188803,311,PM
30188803,1404,TOG
30188804,311,PM
30188804,1404,TOG
30188805,311,PM
30188805,1404,TOG
30190001,112,PM
30190001,504,TOG
30190002,1104,PM
30190002,9,TOG
30190003,1102,PM
30190003,3,TOG
30190004,1102,PM
30190004,4,TOG
30190011,161,PM
30190011,122,TOG
30190013,162,PM
30190013,122,TOG
30190014,162,PM
30190014,122,TOG
30190023,162,PM
30190023,79,TOG
30190099,162,PM
30190099,79,TOG
30199998,311,PM
30199998,1404,TOG
30199999,311,PM
30199999,1404,TOG
30200101,324,PM
30200101,600,TOG
30200102,324,PM
30200102,600,TOG
30200104,324,PM
30200104,600,TOG
30200199,324,PM
30200199,600,TOG
30200201,327,PM
30200201,600,TOG
30200202,327,PM
30200202,600,TOG
30200203,327,PM
30200203,600,TOG
30200220,327,PM
30200220,600,TOG
30200224,327,PM
30200224,600,TOG
30200299,327,PM
30200299,600,TOG
30200300,2204,PM
30200300,600,TOG
30200301,90003,PM
30200301,600,TOG
30200401,3282,PM
30200401,600,TOG
30200402,3282,PM
30200402,600,TOG
30200403,3282,PM
30200403,600,TOG
30200404,3282,PM
30200404,600,TOG
30200405,3282,PM
30200405,600,TOG
30200406,3282,PM
30200406,600,TOG
30200407,3282,PM
30200407,600,TOG
30200408,3282,PM
30200408,600,TOG
30200409,3282,PM
30200409,600,TOG
30200410,3282,PM
30200410,600,TOG
30200411,3282,PM
30200411,600,TOG
30200412,3282,PM
30200412,600,TOG
30200415,3282,PM
30200415,600,TOG
30200499,3282,PM
30200499,600,TOG
30200501,324,PM
30200501,600,TOG
30200502,324,PM
30200502,600,TOG
30200503,324,PM
30200503,600,TOG
30200504,325,PM
30200504,600,TOG
30200505,324,PM
30200505,600,TOG
30200506,324,PM
30200506,600,TOG
30200507,324,PM
30200507,600,TOG
30200510,324,PM
30200510,600,TOG
30200512,324,PM
30200512,600,TOG
30200513,324,PM
30200513,600,TOG
30200515,324,PM
30200515,600,TOG
30200516,324,PM
30200516,600,TOG
30200517,324,PM
30200517,600,TOG
30200520,324,PM
30200520,600,TOG
30200521,324,PM
30200521,600,TOG
30200526,324,PM
30200526,600,TOG
30200527,900,PM
30200527,600,TOG
30200530,90016,PM
30200530,1403,TOG
30200531,324,PM
30200531,600,TOG
30200540,90016,PM
30200540,1403,TOG
30200552,90016,PM
30200552,1403,TOG
30200560,90016,PM
30200560,1403,TOG
30200601,324,PM
30200601,600,TOG
30200602,324,PM
30200602,600,TOG
30200603,324,PM
30200603,600,TOG
30200604,325,PM
30200604,211,TOG
30200605,324,PM
30200605,600,TOG
30200606,324,PM
30200606,600,TOG
30200607,324,PM
30200607,600,TOG
30200608,324,PM
30200608,600,TOG
30200609,324,PM
30200609,600,TOG
30200610,324,PM
30200610,600,TOG
30200611,324,PM
30200611,600,TOG
30200699,324,PM
30200699,600,TOG
30200701,324,PM
30200701,600,TOG
30200702,324,PM
30200702,600,TOG
30200703,324,PM
30200703,600,TOG
30200704,324,PM
30200704,600,TOG
30200705,324,PM
30200705,600,TOG
30200706,324,PM
30200706,600,TOG
30200710,324,PM
30200710,600,TOG
30200711,324,PM
30200711,600,TOG
30200712,324,PM
30200712,600,TOG
30200713,324,PM
30200713,600,TOG
30200714,324,PM
30200714,600,TOG
30200730,324,PM
30200730,600,TOG
30200731,324,PM
30200731,600,TOG
30200732,324,PM
30200732,600,TOG
30200733,324,PM
30200733,600,TOG
30200734,324,PM
30200734,600,TOG
30200740,324,PM
30200740,600,TOG
30200741,324,PM
30200741,600,TOG
30200742,325,PM
30200742,600,TOG
30200743,324,PM
30200743,600,TOG
30200744,324,PM
30200744,600,TOG
30200745,324,PM
30200745,600,TOG
30200747,324,PM
30200747,600,TOG
30200748,324,PM
30200748,600,TOG
30200751,324,PM
30200751,600,TOG
30200752,324,PM
30200752,600,TOG
30200753,324,PM
30200753,600,TOG
30200754,325,PM
30200754,600,TOG
30200755,324,PM
30200755,600,TOG
30200756,324,PM
30200756,600,TOG
30200757,324,PM
30200757,600,TOG
30200759,324,PM
30200759,600,TOG
30200760,324,PM
30200760,600,TOG
30200766,324,PM
30200766,600,TOG
30200771,324,PM
30200771,600,TOG
30200772,324,PM
30200772,600,TOG
30200773,325,PM
30200773,600,TOG
30200774,324,PM
30200774,600,TOG
30200776,90016,PM
30200776,1449,TOG
30200781,324,PM
30200781,600,TOG
30200782,324,PM
30200782,600,TOG
30200783,324,PM
30200783,600,TOG
30200784,324,PM
30200784,600,TOG
30200785,324,PM
30200785,600,TOG
30200786,324,PM
30200786,600,TOG
30200787,324,PM
30200787,600,TOG
30200788,324,PM
30200788,600,TOG
30200790,324,PM
30200790,600,TOG
30200791,324,PM
30200791,600,TOG
30200799,324,PM
30200799,600,TOG
30200801,324,PM
30200801,600,TOG
30200802,324,PM
30200802,600,TOG
30200803,324,PM
30200803,600,TOG
30200804,324,PM
30200804,600,TOG
30200805,324,PM
30200805,600,TOG
30200806,324,PM
30200806,600,TOG
30200807,324,PM
30200807,600,TOG
30200808,324,PM
30200808,600,TOG
30200809,324,PM
30200809,600,TOG
30200810,324,PM
30200810,600,TOG
30200811,90003,PM
30200811,600,TOG
30200812,90003,PM
30200812,600,TOG
30200813,324,PM
30200813,600,TOG
30200814,324,PM
30200814,600,TOG
30200815,324,PM
30200815,600,TOG
30200816,324,PM
30200816,600,TOG
30200821,324,PM
30200821,600,TOG
30200822,324,PM
30200822,600,TOG
30200823,324,PM
30200823,600,TOG
30200832,324,PM
30200832,600,TOG
30200833,324,PM
30200833,600,TOG
30200834,90003,PM
30200834,600,TOG
30200835,324,PM
30200835,600,TOG
30200899,324,PM
30200899,600,TOG
30200901,324,PM
30200901,211,TOG
30200902,324,PM
30200902,211,TOG
30200903,90003,PM
30200903,211,TOG
30200904,900,PM
30200904,211,TOG
30200906,324,PM
30200906,211,TOG
30200908,900,PM
30200908,211,TOG
30200910,324,PM
30200910,211,TOG
30200911,90003,PM
30200911,211,TOG
30200912,324,PM
30200912,211,TOG
30200920,324,PM
30200920,211,TOG
30200921,324,PM
30200921,211,TOG
30200922,324,PM
30200922,211,TOG
30200923,90016,PM
30200923,1449,TOG
30200924,90016,PM
30200924,1449,TOG
30200925,324,PM
30200925,211,TOG
30200926,324,PM
30200926,211,TOG
30200935,90016,PM
30200935,1449,TOG
30200941,324,PM
30200941,211,TOG
30200961,324,PM
30200961,211,TOG
30200962,90016,PM
30200962,1449,TOG
30200998,90003,PM
30200998,211,TOG
30200999,90003,PM
30200999,211,TOG
30201002,324,PM
30201002,600,TOG
30201004,2204,PM
30201004,211,TOG
30201011,324,PM
30201011,600,TOG
30201099,324,PM
30201099,211,TOG
30201103,900,PM
30201103,211,TOG
30201104,900,PM
30201104,211,TOG
30201105,900,PM
30201105,211,TOG
30201106,900,PM
30201106,211,TOG
30201110,900,PM
30201110,211,TOG
30201111,2204,PM
30201111,211,TOG
30201120,90003,PM
30201120,226,TOG
30201199,90003,PM
30201199,600,TOG
30201201,900,PM
30201201,600,TOG
30201202,900,PM
30201202,600,TOG
30201203,90003,PM
30201203,600,TOG
30201206,325,PM
30201206,600,TOG
30201299,900,PM
30201299,600,TOG
30201301,90003,PM
30201301,1453,TOG
30201302,324,PM
30201302,1453,TOG
30201304,90003,PM
30201304,1453,TOG
30201305,90003,PM
30201305,1453,TOG
30201311,501,PM
30201311,1453,TOG
30201401,90003,PM
30201401,600,TOG
30201402,90003,PM
30201402,600,TOG
30201404,90003,PM
30201404,600,TOG
30201405,90003,PM
30201405,600,TOG
30201406,2204,PM
30201406,600,TOG
30201407,2204,PM
30201407,600,TOG
30201408,2204,PM
30201408,600,TOG
30201410,324,PM
30201410,600,TOG
30201412,90003,PM
30201412,600,TOG
30201413,324,PM
30201413,600,TOG
30201420,2204,PM
30201420,600,TOG
30201421,90003,PM
30201421,600,TOG
30201501,90003,PM
30201501,600,TOG
30201599,90003,PM
30201599,600,TOG
30201601,90003,PM
30201601,600,TOG
30201699,90003,PM
30201699,600,TOG
30201701,90003,PM
30201701,600,TOG
30201702,900,PM
30201702,600,TOG
30201703,90003,PM
30201703,600,TOG
30201704,90003,PM
30201704,600,TOG
30201705,324,PM
30201705,600,TOG
30201711,900,PM
30201711,600,TOG
30201712,900,PM
30201712,600,TOG
30201713,900,PM
30201713,600,TOG
30201714,900,PM
30201714,600,TOG
30201715,324,PM
30201715,600,TOG
30201716,90003,PM
30201716,600,TOG
30201717,325,PM
30201717,600,TOG
30201799,90003,PM
30201799,600,TOG
30201899,90003,PM
30201899,600,TOG
30201902,90003,PM
30201902,600,TOG
30201904,90003,PM
30201904,600,TOG
30201907,90003,PM
30201907,600,TOG
30201908,900,PM
30201908,600,TOG
30201911,324,PM
30201911,600,TOG
30201912,90003,PM
30201912,600,TOG
30201913,90003,PM
30201913,600,TOG
30201916,900,PM
30201916,600,TOG
30201917,90003,PM
30201917,600,TOG
30201920,90003,PM
30201920,600,TOG
30201949,90003,PM
30201949,600,TOG
30201999,90003,PM
30201999,600,TOG
30202001,423,PM
30202001,203,TOG
30202002,900,PM
30202002,600,TOG
30202020,423,PM
30202020,203,TOG
30202050,423,PM
30202050,203,TOG
30202070,423,PM
30202070,204,TOG
30202080,423,PM
30202080,204,TOG
30202102,900,PM
30202102,203,TOG
30202130,900,PM
30202130,203,TOG
30202160,423,PM
30202160,203,TOG
30202180,423,PM
30202180,203,TOG
30202201,90003,PM
30202201,600,TOG
30202507,900,PM
30202507,600,TOG
30202601,90003,PM
30202601,600,TOG
30202801,90003,PM
30202801,600,TOG
30203001,90003,PM
30203001,600,TOG
30203099,90003,PM
30203099,600,TOG
30203103,324,PM
30203103,600,TOG
30203104,325,PM
30203104,600,TOG
30203105,324,PM
30203105,600,TOG
30203106,324,PM
30203106,600,TOG
30203107,324,PM
30203107,600,TOG
30203108,324,PM
30203108,600,TOG
30203109,324,PM
30203109,600,TOG
30203201,900,PM
30203201,211,TOG
30203202,900,PM
30203202,211,TOG
30203203,324,PM
30203203,600,TOG
30203204,324,PM
30203204,600,TOG
30203299,900,PM
30203299,600,TOG
30203399,90003,PM
30203399,600,TOG
30203404,900,PM
30203404,211,TOG
30203410,90003,PM
30203410,600,TOG
30203504,900,PM
30203504,211,TOG
30203530,2204,PM
30203530,600,TOG
30203601,90003,PM
30203601,600,TOG
30203602,502,PM
30203602,1452,TOG
30203603,90003,PM
30203603,600,TOG
30203604,1103,PM
30203604,3,TOG
30203801,90003,PM
30203801,600,TOG
30203802,900,PM
30203802,600,TOG
30203803,2204,PM
30203803,600,TOG
30203804,900,PM
30203804,600,TOG
30203805,900,PM
30203805,600,TOG
30203811,90003,PM
30203811,600,TOG
30204001,325,PM
30204001,600,TOG
30206015,900,PM
30206015,600,TOG
30280001,2204,PM
30280001,600,TOG
30282002,900,PM
30282002,600,TOG
30282501,90003,PM
30282501,600,TOG
30282504,900,PM
30282504,600,TOG
30288800,2204,PM
30288800,600,TOG
30288801,324,PM
30288801,600,TOG
30288802,90003,PM
30288802,600,TOG
30288803,90003,PM
30288803,600,TOG
30288804,2204,PM
30288804,600,TOG
30288805,90003,PM
30288805,600,TOG
30290001,112,PM
30290001,504,TOG
30290002,1104,PM
30290002,504,TOG
30290003,1102,PM
30290003,3,TOG
30290004,2204,PM
30290004,600,TOG
30290005,1102,PM
30290005,4,TOG
30291001,1103,PM
30291001,3,TOG
30299998,324,PM
30299998,1453,TOG
30299999,324,PM
30299999,211,TOG
30300001,90007,PM
30300001,600,TOG
30300106,358,PM
30300106,600,TOG
30300110,358,PM
30300110,600,TOG
30300199,358,PM
30300199,600,TOG
30300302,900,PM
30300302,11,TOG
30300303,900,PM
30300303,11,TOG
30300304,351,PM
30300304,11,TOG
30300305,900,PM
30300305,600,TOG
30300306,900,PM
30300306,11,TOG
30300307,900,PM
30300307,1409,TOG
30300317,900,PM
30300317,11,TOG
30300399,900,PM
30300399,11,TOG
30300503,900,PM
30300503,600,TOG
30300508,900,PM
30300508,1409,TOG
30300519,470,PM
30300519,600,TOG
30300599,900,PM
30300599,1409,TOG
30300699,900,PM
30300699,600,TOG
30300801,900,PM
30300801,12,TOG
30300802,900,PM
30300802,12,TOG
30300803,900,PM
30300803,13,TOG
30300804,900,PM
30300804,600,TOG
30300805,900,PM
30300805,600,TOG
30300806,900,PM
30300806,600,TOG
30300807,900,PM
30300807,600,TOG
30300819,900,PM
30300819,13,TOG
30300821,900,PM
30300821,600,TOG
30300831,470,PM
30300831,600,TOG
30300832,471,PM
30300832,600,TOG
30300833,470,PM
30300833,600,TOG
30300834,471,PM
30300834,600,TOG
30300899,90007,PM
30300899,1409,TOG
30300901,354,PM
30300901,306,TOG
30300903,354,PM
30300903,16,TOG
30300904,356,PM
30300904,1410,TOG
30300905,356,PM
30300905,600,TOG
30300910,90004,PM
30300910,1409,TOG
30300911,90004,PM
30300911,600,TOG
30300912,90004,PM
30300912,1409,TOG
30300913,354,PM
30300913,16,TOG
30300914,354,PM
30300914,16,TOG
30300920,900,PM
30300920,1409,TOG
30300932,90004,PM
30300932,1409,TOG
30300933,90004,PM
30300933,600,TOG
30300934,351,PM
30300934,600,TOG
30300936,90004,PM
30300936,600,TOG
30300998,90004,PM
30300998,1409,TOG
30300999,90004,PM
30300999,1409,TOG
30301003,900,PM
30301003,600,TOG
30301023,90007,PM
30301023,600,TOG
30301199,90016,PM
30301199,1409,TOG
30301299,90016,PM
30301299,1409,TOG
30301301,90016,PM
30301301,1409,TOG
30301302,900,PM
30301302,1409,TOG
30301308,90016,PM
30301308,1409,TOG
30301309,90003,PM
30301309,600,TOG
30301399,900,PM
30301399,600,TOG
30301401,90016,PM
30301401,1409,TOG
30301499,90016,PM
30301499,1409,TOG
30301544,90003,PM
30301544,211,TOG
30302301,90016,PM
30302301,1409,TOG
30302304,90016,PM
30302304,1409,TOG
30302308,90016,PM
30302308,1409,TOG
30302320,90016,PM
30302320,1409,TOG
30302322,90016,PM
30302322,1409,TOG
30302348,90016,PM
30302348,1409,TOG
30302355,90016,PM
30302355,1409,TOG
30302381,90007,PM
30302381,600,TOG
30302396,90016,PM
30302396,1409,TOG
30302401,900,PM
30302401,600,TOG
30302403,90006,PM
30302403,1409,TOG
30302404,900,PM
30302404,1411,TOG
30302405,90016,PM
30302405,1409,TOG
30302406,90016,PM
30302406,1409,TOG
30302407,90016,PM
30302407,1409,TOG
30302408,900,PM
30302408,600,TOG
30303005,90007,PM
30303005,600,TOG
30303014,90007,PM
30303014,1409,TOG
30303015,90007,PM
30303015,1409,TOG
30303028,90007,PM
30303028,600,TOG
30303099,90007,PM
30303099,1409,TOG
30304010,90007,PM
30304010,1409,TOG
30304025,900,PM
30304025,600,TOG
30388801,90007,PM
30388801,1409,TOG
30388802,90007,PM
30388802,1409,TOG
30390001,112,PM
30390001,504,TOG
30390002,1104,PM
30390002,504,TOG
30390003,1102,PM
30390003,3,TOG
30390004,1102,PM
30390004,4,TOG
30390013,1103,PM
30390013,122,TOG
30390014,162,PM
30390014,122,TOG
30390023,162,PM
30390023,51,TOG
30390024,162,PM
30390024,51,TOG
30399999,900,PM
30399999,1409,TOG
30400101,358,PM
30400101,600,TOG
30400102,358,PM
30400102,600,TOG
30400103,358,PM
30400103,600,TOG
30400104,358,PM
30400104,600,TOG
30400107,358,PM
30400107,600,TOG
30400108,358,PM
30400108,600,TOG
30400109,358,PM
30400109,600,TOG
30400112,351,PM
30400112,1410,TOG
30400113,358,PM
30400113,600,TOG
30400114,90008,PM
30400114,1410,TOG
30400115,358,PM
30400115,1410,TOG
30400120,358,PM
30400120,1410,TOG
30400132,358,PM
30400132,600,TOG
30400150,358,PM
30400150,600,TOG
30400160,358,PM
30400160,600,TOG
30400199,358,PM
30400199,600,TOG
30400201,900,PM
30400201,600,TOG
30400202,900,PM
30400202,600,TOG
30400203,900,PM
30400203,600,TOG
30400204,900,PM
30400204,600,TOG
30400205,900,PM
30400205,600,TOG
30400206,900,PM
30400206,600,TOG
30400208,163,PM
30400208,122,TOG
30400209,900,PM
30400209,600,TOG
30400210,900,PM
30400210,600,TOG
30400211,461,PM
30400211,600,TOG
30400212,900,PM
30400212,600,TOG
30400214,900,PM
30400214,600,TOG
30400215,900,PM
30400215,600,TOG
30400217,900,PM
30400217,600,TOG
30400218,900,PM
30400218,600,TOG
30400219,900,PM
30400219,600,TOG
30400220,900,PM
30400220,600,TOG
30400221,356,PM
30400221,1410,TOG
30400223,900,PM
30400223,1410,TOG
30400224,900,PM
30400224,1410,TOG
30400237,900,PM
30400237,1410,TOG
30400238,356,PM
30400238,1410,TOG
30400239,90008,PM
30400239,1410,TOG
30400250,900,PM
30400250,600,TOG
30400299,900,PM
30400299,1410,TOG
30400301,900,PM
30400301,600,TOG
30400302,90010,PM
30400302,600,TOG
30400303,900,PM
30400303,600,TOG
30400305,351,PM
30400305,600,TOG
30400315,90010,PM
30400315,600,TOG
30400320,90010,PM
30400320,600,TOG
30400325,90010,PM
30400325,600,TOG
30400330,90010,PM
30400330,600,TOG
30400331,90010,PM
30400331,600,TOG
30400333,900,PM
30400333,600,TOG
30400340,90010,PM
30400340,600,TOG
30400342,900,PM
30400342,600,TOG
30400350,90010,PM
30400350,600,TOG
30400351,90010,PM
30400351,600,TOG
30400352,90010,PM
30400352,1410,TOG
30400353,90010,PM
30400353,600,TOG
30400355,90010,PM
30400355,600,TOG
30400356,900,PM
30400356,600,TOG
30400357,90010,PM
30400357,600,TOG
30400358,900,PM
30400358,600,TOG
30400360,90010,PM
30400360,600,TOG
30400370,90010,PM
30400370,600,TOG
30400371,90010,PM
30400371,600,TOG
30400398,90010,PM
30400398,1410,TOG
30400399,90010,PM
30400399,1410,TOG
30400401,900,PM
30400401,600,TOG
30400402,900,PM
30400402,600,TOG
30400403,900,PM
30400403,600,TOG
30400404,900,PM
30400404,600,TOG
30400405,900,PM
30400405,600,TOG
30400407,900,PM
30400407,3,TOG
30400408,900,PM
30400408,600,TOG
30400409,900,PM
30400409,1410,TOG
30400411,900,PM
30400411,1410,TOG
30400413,900,PM
30400413,1410,TOG
30400414,900,PM
30400414,1410,TOG
30400499,900,PM
30400499,1410,TOG
30400501,90008,PM
30400501,1410,TOG
30400503,900,PM
30400503,1410,TOG
30400505,90008,PM
30400505,1410,TOG
30400506,90008,PM
30400506,1410,TOG
30400507,90008,PM
30400507,1410,TOG
30400508,90008,PM
30400508,1410,TOG
30400510,90008,PM
30400510,1410,TOG
30400512,90008,PM
30400512,1410,TOG
30400521,90016,PM
30400521,1410,TOG
30400523,90008,PM
30400523,1410,TOG
30400599,90008,PM
30400599,1410,TOG
30400601,90008,PM
30400601,600,TOG
30400699,90008,PM
30400699,1410,TOG
30400701,356,PM
30400701,1410,TOG
30400702,356,PM
30400702,1410,TOG
30400704,351,PM
30400704,600,TOG
30400705,90011,PM
30400705,1410,TOG
