0,CO,CO
0,NH3,NH3
86088712107790,6189,PM
86088712107790,818,TOG
86088712107800,6189,PM
86088712107800,818,TOG
86088712107810,6189,PM
86088712107810,818,TOG
86088712107812,6189,PM
86088712107812,818,TOG
86088712107820,6189,PM
86088712107820,818,TOG
86088712107830,6189,PM
86088712107830,818,TOG
86088712107840,6189,PM
86088712107840,818,TOG
86088712107850,6189,PM
86088712107850,818,TOG
86088712107860,6189,PM
86088712107860,818,TOG
86088712107864,6189,PM
86088712107864,818,TOG
86088712107870,6189,PM
86088712107870,818,TOG
86088712107890,6189,PM
86088712107890,818,TOG
86088712107910,6189,PM
86088712107910,818,TOG
86088712107920,6189,PM
86088712107920,818,TOG
86088712107930,6189,PM
86088712107930,818,TOG
86088712107940,6189,PM
86088712107940,818,TOG
86088712107950,6189,PM
86088712107950,818,TOG
86088712107960,6189,PM
86088712107960,818,TOG
86088712108020,6189,PM
86088712108020,818,TOG
86088712108030,6189,PM
86088712108030,818,TOG
86088712108040,6189,PM
86088712108040,818,TOG
86088712108050,6189,PM
86088712108050,818,TOG
86088712108060,6189,PM
86088712108060,818,TOG
86088712108064,6189,PM
86088712108064,818,TOG
86088712108160,6189,PM
86088712108160,818,TOG
86088712108170,6189,PM
86088712108170,818,TOG
86088712108180,6189,PM
86088712108180,818,TOG
86088712108190,6189,PM
86088712108190,818,TOG
86088712108200,6189,PM
86088712108200,818,TOG
86088712108250,6189,PM
86088712108250,818,TOG
86088712108270,6189,PM
86088712108270,818,TOG
86088712108290,6189,PM
86088712108290,818,TOG
86088712108292,6189,PM
86088712108292,818,TOG
86088712108600,6189,PM
86088712108600,818,TOG
86088712108610,6189,PM
86088712108610,818,TOG
86088712108620,6189,PM
86088712108620,818,TOG
86088712108630,6189,PM
86088712108630,818,TOG
86088712108640,6189,PM
86088712108640,818,TOG
86088712108650,6189,PM
86088712108650,818,TOG
86088712108654,6189,PM
86088712108654,818,TOG
86088712109310,6189,PM
86088712109310,818,TOG
86088712109320,6189,PM
86088712109320,818,TOG
86088712109340,6189,PM
86088712109340,818,TOG
86088712109350,6189,PM
86088712109350,818,TOG
86088712109360,6189,PM
86088712109360,818,TOG
86088712109361,6189,PM
86088712109361,818,TOG
86088712109420,6189,PM
86088712109420,818,TOG
86088712109430,6189,PM
86088712109430,818,TOG
86088712109450,6189,PM
86088712109450,818,TOG
86088712109470,6189,PM
86088712109470,818,TOG
86088712109490,6189,PM
86088712109490,818,TOG
86088712109500,6189,PM
86088712109500,818,TOG
86088712109510,6189,PM
86088712109510,818,TOG
86088712109530,6189,PM
86088712109530,818,TOG
86088712109534,6189,PM
86088712109534,818,TOG
86088811000020,4002,PM
86088811000020,665,TOG
86088811000021,2204,PM
86088811000021,691,TOG
86088811000040,4002,PM
86088811000040,665,TOG
86088811000041,2204,PM
86088811000041,691,TOG
86088811001162,4002,PM
86088811001162,665,TOG
86088811001163,2204,PM
86088811001163,691,TOG
86088811008124,4002,PM
86088811008124,665,TOG
86088811008125,2204,PM
86088811008125,691,TOG
86088812100000,425,PM
86088812100000,818,TOG
86088812102640,6189,PM
86088812102640,818,TOG
86088812102650,6189,PM
86088812102650,818,TOG
86088812102660,6189,PM
86088812102660,818,TOG
86088812102670,6189,PM
86088812102670,818,TOG
86088812102680,6189,PM
86088812102680,818,TOG
86088812108130,6189,PM
86088812108130,818,TOG
86088812108300,6189,PM
86088812108300,818,TOG
86088812108310,6189,PM
86088812108310,818,TOG
86088812108320,6189,PM
86088812108320,818,TOG
86088812108330,6189,PM
86088812108330,818,TOG
86088901100000,1103,PM
86088901100000,719,TOG
86088901100540,1103,PM
86088901100540,719,TOG
86088901100541,2204,PM
86088901100541,520,TOG
86088901100710,1103,PM
86088901100710,719,TOG
86088901100711,2204,PM
86088901100711,520,TOG
86088901100780,1103,PM
86088901100780,719,TOG
86088901100781,2204,PM
86088901100781,520,TOG
86088901100810,1103,PM
86088901100810,719,TOG
86088901100811,2204,PM
86088901100811,520,TOG
86088901100980,1103,PM
86088901100980,719,TOG
86088901100981,2204,PM
86088901100981,520,TOG
86088901101020,1103,PM
86088901101020,719,TOG
86088901101021,2204,PM
86088901101021,520,TOG
86088901101080,1103,PM
86088901101080,719,TOG
86088901101081,2204,PM
86088901101081,520,TOG
86088901102710,1103,PM
86088901102710,719,TOG
86088901102711,2204,PM
86088901102711,520,TOG
86088901103010,1103,PM
86088901103010,719,TOG
86088901103011,2204,PM
86088901103011,520,TOG
86088901104020,1103,PM
86088901104020,719,TOG
86088901104021,2204,PM
86088901104021,520,TOG
86088901104170,1103,PM
86088901104170,719,TOG
86088901104171,2204,PM
86088901104171,520,TOG
86088901104800,1103,PM
86088901104800,719,TOG
86088901104801,2204,PM
86088901104801,520,TOG
86088901106070,1103,PM
86088901106070,719,TOG
86088901106071,2204,PM
86088901106071,520,TOG
86088901108090,1103,PM
86088901108090,719,TOG
86088901108091,2204,PM
86088901108091,520,TOG
86088901108700,1103,PM
86088901108700,719,TOG
86088901108701,2204,PM
86088901108701,520,TOG
86088911000021,2204,PM
86088911000021,691,TOG
86088911000040,4002,PM
86088911000040,665,TOG
86088911000041,2204,PM
86088911000041,691,TOG
86088911000054,4002,PM
86088911000054,665,TOG
86088911000055,2204,PM
86088911000055,691,TOG
86088911000084,4002,PM
86088911000084,665,TOG
86088911000085,2204,PM
86088911000085,691,TOG
86088911000534,4002,PM
86088911000534,665,TOG
86088911000535,2204,PM
86088911000535,691,TOG
86088911000584,4002,PM
86088911000584,665,TOG
86088911000585,2204,PM
86088911000585,691,TOG
86088911000704,4002,PM
86088911000704,665,TOG
86088911000705,2204,PM
86088911000705,691,TOG
86088911000774,4002,PM
86088911000774,665,TOG
86088911000775,2204,PM
86088911000775,691,TOG
86088911000804,4002,PM
86088911000804,665,TOG
86088911000805,2204,PM
86088911000805,691,TOG
86088911000974,4002,PM
86088911000974,665,TOG
86088911000975,2204,PM
86088911000975,691,TOG
86088911001004,4002,PM
86088911001004,665,TOG
86088911001005,2204,PM
86088911001005,691,TOG
86088911001034,4002,PM
86088911001034,665,TOG
86088911001035,2204,PM
86088911001035,691,TOG
86088911001074,4002,PM
86088911001074,665,TOG
86088911001075,2204,PM
86088911001075,691,TOG
86088911002284,4002,PM
86088911002284,665,TOG
86088911002285,2204,PM
86088911002285,691,TOG
86088911002704,4002,PM
86088911002704,665,TOG
86088911002705,2204,PM
86088911002705,691,TOG
86088911003004,4002,PM
86088911003004,665,TOG
86088911003005,2204,PM
86088911003005,691,TOG
86088911003084,4002,PM
86088911003084,665,TOG
86088911003085,2204,PM
86088911003085,691,TOG
86088911003764,4002,PM
86088911003764,665,TOG
86088911003765,2204,PM
86088911003765,691,TOG
86088911003854,4002,PM
86088911003854,665,TOG
86088911003855,2204,PM
86088911003855,691,TOG
86088911004004,4002,PM
86088911004004,665,TOG
86088911004005,2204,PM
86088911004005,691,TOG
86088911004014,4002,PM
86088911004014,665,TOG
86088911004015,2204,PM
86088911004015,691,TOG
86088911004164,4002,PM
86088911004164,665,TOG
86088911004165,2204,PM
86088911004165,691,TOG
86088911004284,4002,PM
86088911004284,665,TOG
86088911004285,2204,PM
86088911004285,691,TOG
86088911005654,4002,PM
86088911005654,665,TOG
86088911005655,2204,PM
86088911005655,691,TOG
86088911006064,4002,PM
86088911006064,665,TOG
86088911006065,2204,PM
86088911006065,691,TOG
86088911008084,4002,PM
86088911008084,665,TOG
86088911008085,2204,PM
86088911008085,691,TOG
86088911008714,4002,PM
86088911008714,665,TOG
86088911008715,2204,PM
86088911008715,691,TOG
86088911009694,4002,PM
86088911009694,665,TOG
86088911009695,2204,PM
86088911009695,691,TOG
86088912100000,425,PM
86088912100000,818,TOG
86088912100070,6189,PM
86088912100070,818,TOG
86088912100072,6189,PM
86088912100072,818,TOG
86088912100090,6189,PM
86088912100090,818,TOG
86088912100092,6189,PM
86088912100092,818,TOG
86088912100550,6189,PM
86088912100550,818,TOG
86088912100560,6189,PM
86088912100560,818,TOG
86088912100570,6189,PM
86088912100570,818,TOG
86088912100590,6189,PM
86088912100590,818,TOG
86088912100600,6189,PM
86088912100600,818,TOG
86088912100610,6189,PM
86088912100610,818,TOG
86088912100620,6189,PM
86088912100620,818,TOG
86088912100720,6189,PM
86088912100720,818,TOG
86088912100722,6189,PM
86088912100722,818,TOG
86088912100790,6189,PM
86088912100790,818,TOG
86088912100792,6189,PM
86088912100792,818,TOG
86088912100820,6189,PM
86088912100820,818,TOG
86088912100822,6189,PM
86088912100822,818,TOG
86088912100990,6189,PM
86088912100990,818,TOG
86088912100992,6189,PM
86088912100992,818,TOG
86088912101010,6189,PM
86088912101010,818,TOG
86088912101012,6189,PM
86088912101012,818,TOG
86088912101090,6189,PM
86088912101090,818,TOG
86088912102720,6189,PM
86088912102720,818,TOG
86088912102722,6189,PM
86088912102722,818,TOG
86088912103020,6189,PM
86088912103020,818,TOG
86088912103090,6189,PM
86088912103090,818,TOG
86088912103100,6189,PM
86088912103100,818,TOG
86088912103110,6189,PM
86088912103110,818,TOG
86088912103120,6189,PM
86088912103120,818,TOG
86088912103130,6189,PM
86088912103130,818,TOG
86088912103770,6189,PM
86088912103770,818,TOG
86088912103860,6189,PM
86088912103860,818,TOG
86088912104030,6189,PM
86088912104030,818,TOG
86088912104180,6189,PM
86088912104180,818,TOG
86088912104182,6189,PM
86088912104182,818,TOG
86088912105660,6189,PM
86088912105660,818,TOG
86088912105664,6189,PM
86088912105664,818,TOG
86088912106050,6189,PM
86088912106050,818,TOG
86088912106054,6189,PM
86088912106054,818,TOG
86088912108070,6189,PM
86088912108070,818,TOG
86088912108720,6189,PM
86088912108720,818,TOG
86089011000040,4002,PM
86089011000040,665,TOG
86089011000041,2204,PM
86089011000041,691,TOG
86089012100000,425,PM
86089012100000,818,TOG
86089012101430,425,PM
86089012101430,818,TOG
86089012101440,425,PM
86089012101440,818,TOG
86089012101450,425,PM
86089012101450,818,TOG
86089012101460,425,PM
86089012101460,818,TOG
86089012101470,425,PM
86089012101470,818,TOG
86089012101480,425,PM
86089012101480,818,TOG
86089012101820,425,PM
86089012101820,818,TOG
86089012102270,425,PM
86089012102270,818,TOG
86089012102300,425,PM
86089012102300,818,TOG
86089012102310,425,PM
86089012102310,818,TOG
86089012102320,425,PM
86089012102320,818,TOG
86089012102330,425,PM
86089012102330,818,TOG
86089012103140,425,PM
86089012103140,818,TOG
86089012103150,425,PM
86089012103150,818,TOG
86089012103160,425,PM
86089012103160,818,TOG
86089012103170,425,PM
86089012103170,818,TOG
86089012103180,425,PM
86089012103180,818,TOG
86089012103190,425,PM
86089012103190,818,TOG
86089012103200,425,PM
86089012103200,818,TOG
86089012103780,425,PM
86089012103780,818,TOG
86089012103790,425,PM
86089012103790,818,TOG
86089012103800,425,PM
86089012103800,818,TOG
86089012103810,425,PM
86089012103810,818,TOG
86089012103820,425,PM
86089012103820,818,TOG
86089012103830,425,PM
86089012103830,818,TOG
86089012103840,425,PM
86089012103840,818,TOG
86089012104810,425,PM
86089012104810,818,TOG
86089012104820,425,PM
86089012104820,818,TOG
86089012104830,425,PM
86089012104830,818,TOG
86089012104840,425,PM
86089012104840,818,TOG
86089012106800,425,PM
86089012106800,818,TOG
86089012106810,425,PM
86089012106810,818,TOG
86089012106820,425,PM
86089012106820,818,TOG
86089012106830,425,PM
86089012106830,818,TOG
86089012106840,425,PM
86089012106840,818,TOG
86089012106850,425,PM
86089012106850,818,TOG
86089111000040,4002,PM
86089111000040,665,TOG
86089111000041,2204,PM
86089111000041,691,TOG
86089112100000,425,PM
86089112100000,818,TOG
86089112101600,6189,PM
86089112101600,818,TOG
86089112101610,6189,PM
86089112101610,818,TOG
86089112101620,6189,PM
86089112101620,818,TOG
86089112101630,6189,PM
86089112101630,818,TOG
86089112101640,6189,PM
86089112101640,818,TOG
86089112101650,6189,PM
86089112101650,818,TOG
86089112101660,6189,PM
86089112101660,818,TOG
86089112102340,6189,PM
86089112102340,818,TOG
86089112102350,6189,PM
86089112102350,818,TOG
86089112102360,6189,PM
86089112102360,818,TOG
86089112102370,6189,PM
86089112102370,818,TOG
86089112102380,6189,PM
86089112102380,818,TOG
86089112102390,6189,PM
86089112102390,818,TOG
86089112102391,6189,PM
86089112102391,818,TOG
86089112102392,6189,PM
86089112102392,818,TOG
86089112102393,6189,PM
86089112102393,818,TOG
86089112102394,6189,PM
86089112102394,818,TOG
86089112102395,6189,PM
86089112102395,818,TOG
86089112102396,6189,PM
86089112102396,818,TOG
86089112102397,6189,PM
86089112102397,818,TOG
86089112102398,6189,PM
86089112102398,818,TOG
86089112102399,6189,PM
86089112102399,818,TOG
86089112102400,6189,PM
86089112102400,818,TOG
86089112102401,6189,PM
86089112102401,818,TOG
86089112102402,6189,PM
86089112102402,818,TOG
86089112102403,6189,PM
86089112102403,818,TOG
86089112102406,6189,PM
86089112102406,818,TOG
86089112103210,6189,PM
86089112103210,818,TOG
86089112103220,6189,PM
86089112103220,818,TOG
86089112103230,6189,PM
86089112103230,818,TOG
86089112103240,6189,PM
86089112103240,818,TOG
86089112103250,6189,PM
86089112103250,818,TOG
86089112103260,6189,PM
86089112103260,818,TOG
86089112103420,6189,PM
86089112103420,818,TOG
86089112103430,6189,PM
86089112103430,818,TOG
86089112103440,6189,PM
86089112103440,818,TOG
86089112103450,6189,PM
86089112103450,818,TOG
86089112103460,6189,PM
86089112103460,818,TOG
86089112103470,6189,PM
86089112103470,818,TOG
86089112104200,6189,PM
86089112104200,818,TOG
86089112104210,6189,PM
86089112104210,818,TOG
86089112104230,6189,PM
86089112104230,818,TOG
86089112104240,6189,PM
86089112104240,818,TOG
86089112104250,6189,PM
86089112104250,818,TOG
86089112105440,425,PM
86089112105440,818,TOG
86089112105450,425,PM
86089112105450,818,TOG
86089112105460,425,PM
86089112105460,818,TOG
86089112105470,425,PM
86089112105470,818,TOG
86089112105480,425,PM
86089112105480,818,TOG
86089112106000,6189,PM
86089112106000,818,TOG
86089112106010,6189,PM
86089112106010,818,TOG
86089112106020,6189,PM
86089112106020,818,TOG
86089112106030,6189,PM
86089112106030,818,TOG
86089112106040,6189,PM
86089112106040,818,TOG
86089112106790,6189,PM
86089112106790,818,TOG
86089112106860,6189,PM
86089112106860,818,TOG
86089112106870,6189,PM
86089112106870,818,TOG
86089112106880,6189,PM
86089112106880,818,TOG
86089112106890,6189,PM
86089112106890,818,TOG
86089112106900,6189,PM
86089112106900,818,TOG
86089112106910,6189,PM
86089112106910,818,TOG
86089112106940,6189,PM
86089112106940,818,TOG
86089112106950,6189,PM
86089112106950,818,TOG
86089112106960,6189,PM
86089112106960,818,TOG
86089112106970,6189,PM
86089112106970,818,TOG
86089112106980,425,PM
86089112106980,818,TOG
86089112106990,6189,PM
86089112106990,818,TOG
86089112108420,6189,PM
86089112108420,818,TOG
86089112108960,6189,PM
86089112108960,818,TOG
86089112108970,6189,PM
86089112108970,818,TOG
86089112108980,6189,PM
86089112108980,818,TOG
86089112108990,6189,PM
86089112108990,818,TOG
86089112109000,425,PM
86089112109000,818,TOG
86089211000040,4002,PM
86089211000040,665,TOG
86089211000041,2204,PM
86089211000041,691,TOG
86089212100000,425,PM
86089212100000,818,TOG
86089212100100,6189,PM
86089212100100,818,TOG
86089212100120,6189,PM
86089212100120,818,TOG
86089212100130,6189,PM
86089212100130,818,TOG
86089212100630,6189,PM
86089212100630,818,TOG
86089212100640,6189,PM
86089212100640,818,TOG
86089212101040,6189,PM
86089212101040,818,TOG
86089212101050,6189,PM
86089212101050,818,TOG
86089212101060,6189,PM
86089212101060,818,TOG
86089212101410,6189,PM
86089212101410,818,TOG
86089212101420,6189,PM
86089212101420,818,TOG
86089212101540,6189,PM
86089212101540,818,TOG
86089212101550,6189,PM
86089212101550,818,TOG
86089212101560,6189,PM
86089212101560,818,TOG
86089212101570,6189,PM
86089212101570,818,TOG
86089212101580,6189,PM
86089212101580,818,TOG
86089212101790,6189,PM
86089212101790,818,TOG
86089212101800,6189,PM
86089212101800,818,TOG
86089212101810,6189,PM
86089212101810,818,TOG
86089212102290,6189,PM
86089212102290,818,TOG
86089212103340,6189,PM
86089212103340,818,TOG
86089212103350,6189,PM
86089212103350,818,TOG
86089212103360,6189,PM
86089212103360,818,TOG
86089212103370,6189,PM
86089212103370,818,TOG
86089212103380,6189,PM
86089212103380,818,TOG
86089212103390,6189,PM
86089212103390,818,TOG
86089212103870,6189,PM
86089212103870,818,TOG
86089212104260,6189,PM
86089212104260,818,TOG
86089212104270,6189,PM
86089212104270,818,TOG
86089212105900,6189,PM
86089212105900,818,TOG
86089212105910,6189,PM
86089212105910,818,TOG
86089212105920,6189,PM
86089212105920,818,TOG
86089212105930,6189,PM
86089212105930,818,TOG
86089212105940,6189,PM
86089212105940,818,TOG
86089212105950,6189,PM
86089212105950,818,TOG
86089212106480,6189,PM
86089212106480,818,TOG
86089212106920,6189,PM
86089212106920,818,TOG
86089212106930,6189,PM
86089212106930,818,TOG
86089212108550,6189,PM
86089212108550,818,TOG
86089212108560,6189,PM
86089212108560,818,TOG
86089212109030,6189,PM
86089212109030,818,TOG
86089212109040,6189,PM
86089212109040,818,TOG
86089212109050,6189,PM
86089212109050,818,TOG
86089212109060,6189,PM
86089212109060,818,TOG
86089212109700,6189,PM
86089212109700,818,TOG
86089212109710,6189,PM
86089212109710,818,TOG
86089412101490,6189,PM
86089412101490,818,TOG
86089412103270,6189,PM
86089412103270,818,TOG
86089412103280,6189,PM
86089412103280,818,TOG
86089412103290,6189,PM
86089412103290,818,TOG
86089412103300,6189,PM
86089412103300,818,TOG
86089412103310,6189,PM
86089412103310,818,TOG
86089412103320,6189,PM
86089412103320,818,TOG
86089412103330,6189,PM
86089412103330,818,TOG
86089612101830,425,PM
86089612101830,818,TOG
86089612101840,425,PM
86089612101840,818,TOG
86089612101850,425,PM
86089612101850,818,TOG
86089612101860,425,PM
86089612101860,818,TOG
86089612101870,425,PM
86089612101870,818,TOG
86089612101880,425,PM
86089612101880,818,TOG
86089612101890,425,PM
86089612101890,818,TOG
86089612101900,6189,PM
86089612101900,818,TOG
86089612102480,425,PM
86089612102480,818,TOG
86089612102490,425,PM
86089612102490,818,TOG
86089612102500,425,PM
86089612102500,818,TOG
86089612102510,425,PM
86089612102510,818,TOG
86089612102520,425,PM
86089612102520,818,TOG
86089612102530,425,PM
86089612102530,818,TOG
86089612102540,425,PM
86089612102540,818,TOG
86089612102550,425,PM
86089612102550,818,TOG
86089612102560,425,PM
86089612102560,818,TOG
86089612102730,425,PM
86089612102730,818,TOG
86089612102740,425,PM
86089612102740,818,TOG
86089612102750,425,PM
86089612102750,818,TOG
86089612102760,425,PM
86089612102760,818,TOG
86089612102770,425,PM
86089612102770,818,TOG
86089612102780,6189,PM
86089612102780,818,TOG
86089612104300,425,PM
86089612104300,818,TOG
86089612104310,425,PM
86089612104310,818,TOG
86089612104320,425,PM
86089612104320,818,TOG
86089612104330,425,PM
86089612104330,818,TOG
86089612104340,425,PM
86089612104340,818,TOG
86089612104350,425,PM
86089612104350,818,TOG
86089612104360,425,PM
86089612104360,818,TOG
86089612104370,425,PM
86089612104370,818,TOG
86089612104380,425,PM
86089612104380,818,TOG
86089612104390,6189,PM
86089612104390,818,TOG
86089612105140,425,PM
86089612105140,818,TOG
86089612105150,425,PM
86089612105150,818,TOG
86089612105160,425,PM
86089612105160,818,TOG
86089612105170,425,PM
86089612105170,818,TOG
86089612105180,425,PM
86089612105180,818,TOG
86089612105190,425,PM
86089612105190,818,TOG
86089612105200,425,PM
86089612105200,818,TOG
86089612105210,425,PM
86089612105210,818,TOG
86089612105220,425,PM
86089612105220,818,TOG
86089612105230,6189,PM
86089612105230,818,TOG
86089612108730,425,PM
86089612108730,818,TOG
86089612108740,425,PM
86089612108740,818,TOG
86089612108750,425,PM
86089612108750,818,TOG
86089612108760,425,PM
86089612108760,818,TOG
86089612108770,425,PM
86089612108770,818,TOG
86089612108780,425,PM
86089612108780,818,TOG
86089612109130,425,PM
86089612109130,818,TOG
86089612109140,425,PM
86089612109140,818,TOG
86089612109150,425,PM
86089612109150,818,TOG
86089612109160,425,PM
86089612109160,818,TOG
86089612109170,425,PM
86089612109170,818,TOG
86089612109180,425,PM
86089612109180,818,TOG
86089612109190,425,PM
86089612109190,818,TOG
86089612109200,425,PM
86089612109200,818,TOG
86089612109210,6189,PM
86089612109210,818,TOG
86089612109840,425,PM
86089612109840,818,TOG
86089612109850,425,PM
86089612109850,818,TOG
86089612109860,425,PM
86089612109860,818,TOG
86089612109870,425,PM
86089612109870,818,TOG
86089612109880,425,PM
86089612109880,818,TOG
86089612109890,425,PM
86089612109890,818,TOG
86089612109900,6189,PM
86089612109900,818,TOG
86089712101590,6189,PM
86089712101590,818,TOG
86089712101910,425,PM
86089712101910,818,TOG
86089712101920,425,PM
86089712101920,818,TOG
86089712101921,425,PM
86089712101921,818,TOG
86089712101930,425,PM
86089712101930,818,TOG
86089712101931,425,PM
86089712101931,818,TOG
86089712101940,425,PM
86089712101940,818,TOG
86089712101950,425,PM
86089712101950,818,TOG
86089712101960,425,PM
86089712101960,818,TOG
86089712101970,425,PM
86089712101970,818,TOG
86089712101980,6189,PM
86089712101980,818,TOG
86089712102790,425,PM
86089712102790,818,TOG
86089712102800,425,PM
86089712102800,818,TOG
86089712102810,425,PM
86089712102810,818,TOG
86089712102820,425,PM
86089712102820,818,TOG
86089712102830,425,PM
86089712102830,818,TOG
86089712102840,6189,PM
86089712102840,818,TOG
86089712103400,6189,PM
86089712103400,818,TOG
86089712103410,6189,PM
86089712103410,818,TOG
86089712104400,425,PM
86089712104400,818,TOG
86089712104410,425,PM
86089712104410,818,TOG
86089712104420,425,PM
86089712104420,818,TOG
86089712104430,6189,PM
86089712104430,818,TOG
86089712104440,425,PM
86089712104440,818,TOG
86089712104450,425,PM
86089712104450,818,TOG
86089712104460,425,PM
86089712104460,818,TOG
86089712104470,425,PM
86089712104470,818,TOG
86089712104480,425,PM
86089712104480,818,TOG
86089712104490,6189,PM
86089712104490,818,TOG
86089712104500,425,PM
86089712104500,818,TOG
86089712105240,425,PM
86089712105240,818,TOG
86089712105250,425,PM
86089712105250,818,TOG
86089712105260,425,PM
86089712105260,818,TOG
86089712105270,425,PM
86089712105270,818,TOG
86089712105280,425,PM
86089712105280,818,TOG
86089712105290,425,PM
86089712105290,818,TOG
86089712105300,425,PM
86089712105300,818,TOG
86089712105310,425,PM
86089712105310,818,TOG
86089712105320,425,PM
86089712105320,818,TOG
86089712105330,6189,PM
86089712105330,818,TOG
86089712108790,425,PM
86089712108790,818,TOG
86089712108800,425,PM
86089712108800,818,TOG
86089712108810,425,PM
86089712108810,818,TOG
86089712108820,425,PM
86089712108820,818,TOG
86089712108830,425,PM
86089712108830,818,TOG
86089712108840,425,PM
86089712108840,818,TOG
86089712109220,425,PM
86089712109220,818,TOG
86089712109230,425,PM
86089712109230,818,TOG
86089712109240,425,PM
86089712109240,818,TOG
86089712109250,425,PM
86089712109250,818,TOG
86089712109260,425,PM
86089712109260,818,TOG
86089712109270,425,PM
86089712109270,818,TOG
86089712109280,425,PM
86089712109280,818,TOG
86089712109290,425,PM
86089712109290,818,TOG
86089712109300,425,PM
86089712109300,818,TOG
86089712109910,425,PM
86089712109910,818,TOG
86089712109920,425,PM
86089712109920,818,TOG
86089712109930,425,PM
86089712109930,818,TOG
86089712109940,425,PM
86089712109940,818,TOG
86089712109950,425,PM
86089712109950,818,TOG
86089712109960,425,PM
86089712109960,818,TOG
86089712109970,6189,PM
86089712109970,818,TOG
86090011001141,2204,PM
86090011001141,691,TOG
86090011001142,4002,PM
86090011001142,665,TOG
86090011001143,2204,PM
86090011001143,691,TOG
86090011001144,4002,PM
86090011001144,665,TOG
86090011001150,2204,PM
86090011001150,691,TOG
86090011001151,4002,PM
86090011001151,665,TOG
86090011001152,4002,PM
86090011001152,665,TOG
86090011001153,2204,PM
86090011001153,691,TOG
86090011001154,2204,PM
86090011001154,691,TOG
86090011001155,4002,PM
86090011001155,665,TOG
86090011001156,2204,PM
86090011001156,691,TOG
86090011001157,4002,PM
86090011001157,665,TOG
86090011001158,2204,PM
86090011001158,691,TOG
86090011001159,4002,PM
86090011001159,665,TOG
86090011001160,2204,PM
86090011001160,691,TOG
86090011001161,4002,PM
86090011001161,665,TOG
86090011001164,4002,PM
86090011001164,665,TOG
86090011001165,2204,PM
86090011001165,691,TOG
86090011001170,2204,PM
86090011001170,691,TOG
86090011001171,4002,PM
86090011001171,665,TOG
86090011001172,2204,PM
86090011001172,691,TOG
86090011001173,4002,PM
86090011001173,665,TOG
86090011001174,4002,PM
86090011001174,665,TOG
86090011001175,2204,PM
86090011001175,691,TOG
86090011001176,2204,PM
86090011001176,691,TOG
86090011001177,4002,PM
86090011001177,665,TOG
86090011001180,2204,PM
86090011001180,691,TOG
86090011001181,4002,PM
86090011001181,665,TOG
86090011001182,2204,PM
86090011001182,691,TOG
86090011001183,4002,PM
86090011001183,665,TOG
86090011001184,4002,PM
86090011001184,665,TOG
86090011001185,2204,PM
86090011001185,691,TOG
86090011001186,2204,PM
86090011001186,691,TOG
86090011001187,4002,PM
86090011001187,665,TOG
86090011001188,2204,PM
86090011001188,691,TOG
86090011001189,4002,PM
86090011001189,665,TOG
86090011004092,2204,PM
86090011004092,691,TOG
86090011004093,4002,PM
86090011004093,665,TOG
86090011004094,4002,PM
86090011004094,665,TOG
86090011004095,2204,PM
86090011004095,691,TOG
86090011004096,4002,PM
86090011004096,665,TOG
86090011004097,2204,PM
86090011004097,691,TOG
86090011004098,2204,PM
86090011004098,691,TOG
86090011004099,4002,PM
86090011004099,665,TOG
86090011004100,2204,PM
86090011004100,691,TOG
86090011004101,4002,PM
86090011004101,665,TOG
86090011004104,2204,PM
86090011004104,691,TOG
86090011004105,4002,PM
86090011004105,665,TOG
86090011004112,4002,PM
86090011004112,665,TOG
86090011004113,2204,PM
86090011004113,691,TOG
86090011004114,2204,PM
86090011004114,691,TOG
86090011004115,4002,PM
86090011004115,665,TOG
86090011004118,2204,PM
86090011004118,691,TOG
86090011004119,4002,PM
86090011004119,665,TOG
86090011004120,4002,PM
86090011004120,665,TOG
86090011004121,2204,PM
86090011004121,691,TOG
86090011004122,4002,PM
86090011004122,665,TOG
86090011004123,2204,PM
86090011004123,691,TOG
86090011004124,4002,PM
86090011004124,665,TOG
86090011004125,2204,PM
86090011004125,691,TOG
86090011004128,4002,PM
86090011004128,665,TOG
86090011004129,2204,PM
86090011004129,691,TOG
86090011005674,2204,PM
86090011005674,691,TOG
86090011005675,4002,PM
86090011005675,665,TOG
86090011005682,2204,PM
86090011005682,691,TOG
86090011005683,4002,PM
86090011005683,665,TOG
86090011005684,4002,PM
86090011005684,665,TOG
86090011005685,2204,PM
86090011005685,691,TOG
86090011005704,4002,PM
86090011005704,665,TOG
86090011005705,2204,PM
86090011005705,691,TOG
86090011005724,4002,PM
86090011005724,665,TOG
86090011005725,2204,PM
86090011005725,691,TOG
86090011007561,2204,PM
86090011007561,691,TOG
86090011007562,4002,PM
86090011007562,665,TOG
86090011007563,2204,PM
86090011007563,691,TOG
86090011007564,4002,PM
86090011007564,665,TOG
86090011007568,2204,PM
86090011007568,691,TOG
86090011007569,4002,PM
86090011007569,665,TOG
86090011007604,4002,PM
86090011007604,665,TOG
86090011007605,2204,PM
86090011007605,691,TOG
86090011007606,2204,PM
86090011007606,691,TOG
86090011007607,4002,PM
86090011007607,665,TOG
86090011007610,4002,PM
86090011007610,665,TOG
86090011007611,2204,PM
86090011007611,691,TOG
86090011007612,4002,PM
86090011007612,665,TOG
86090011007613,2204,PM
86090011007613,691,TOG
86090011007614,4002,PM
86090011007614,665,TOG
86090011007615,2204,PM
86090011007615,691,TOG
86090011008326,2204,PM
86090011008326,691,TOG
